Time_seq	Hour	Pond	Treatment	Chlorophyll_RFU	Cond_uScm	BGAPC_RFU	ODO_mgL	pH	fDOM_RFU	SpCond_uScm	Temp_C
4	7	B3P0	NF	-0.27	61.91	-0.51		6.65	0.29	80.9	12.74
4	8	B3P0	NF	-0.27	61.87	-0.52		6.65	0.29	80.84	12.72
4	9	B3P0	NF	-0.28	61.78	-0.52		6.65	0.29	80.8	12.68
4	10	B3P0	NF	-0.28	61.57	-0.52		6.64	0.3	80.72	12.57
4	11	B3P0	NF	-0.28	61.4	-0.52		6.64	0.3	80.7	12.49
4	12	B3P0	NF	-0.27	61.28	-0.52		6.64	0.3	80.67	12.42
4	13	B3P0	NF	-0.26	61.22	-0.51		6.64	0.32	80.6	12.4
4	14	B3P0	NF	-0.26	61.12	-0.51		6.65	0.32	80.6	12.33
4	15	B3P0	NF	-0.25	61.04	-0.52		6.65	0.33	80.6	12.29
4	16	B3P0	NF	-0.25	61	-0.52		6.65	0.34	80.6	12.27
4	17	B3P0	NF	-0.25	60.92	-0.51		6.65	0.34	80.6	12.21
4	18	B3P0	NF	-0.23	60.84	-0.51		6.66	0.34	80.6	12.17
4	19	B3P0	NF	-0.23	60.8	-0.5		6.66	0.35	80.6	12.13
5	20	B3P0	NF	-0.21	60.75	-0.51		6.66	0.36	80.6	12.11
5	21	B3P0	NF	-0.19	60.7	-0.5		6.66	0.36	80.54	12.11
5	22	B3P0	NF	-0.19	60.61	-0.5		6.65	0.37	80.5	12.08
5	23	B3P0	NF	-0.2	60.55	-0.5		6.65	0.37	80.45	12.05
5		B3P0	NF	-0.21	60.5	-0.5		6.65	0.39	80.4	12.03
5	0	B3P0	NF	-0.2	60.33	-0.5		6.64	0.38	80.31	11.99
5	1	B3P0	NF	-0.2	60.3	-0.5		6.64	0.39	80.3	11.97
5	2	B3P0	NF	-0.19	60.3	-0.5		6.63	0.38	80.3	11.96
0	20	B3P1	D	2.09	61.8	-0.33	9.49	7.58	2.33	78.11	14.06
0	21	B3P1	D	2.25	62.07	-0.31	9.49	7.59	2.29	78.43	14.08
0	22	B3P1	D	2.44	62.51	-0.31	9.48	7.53	2.35	78.99	14.08
0	23	B3P1	D	2.37	63.17	-0.31	9.49	7.52	2.37	79.78	14.1
0	0	B3P1	D	2.44	63.2	-0.27	9.48	7.49	2.34	79.86	14.08
0	1	B3P1	D	2.39	63.5	-0.31	9.46	7.45	2.32	80.22	14.09
0	2	B3P1	D	2.52	63.4	-0.3	9.46	7.42	2.33	80.1	14.09
0	3	B3P1	D	2.53	63.69	-0.3	9.45	7.41	2.38	80.45	14.1
0	4	B3P1	D	2.55	63.66	-0.27	9.43	7.39	2.33	80.41	14.09
0	5	B3P1	D	2.29	62.92	-0.32	9.43	7.39	2.34	79.44	14.11
0	6	B3P1	D	2.07	62.94	-0.32	9.42	7.38	2.36	79.49	14.11
0	7	B3P1	D	2.09	62.43	-0.33	9.34	7.36	2.34	78.71	14.16
0	8	B3P1	D	2	62.98	-0.34	9.21	7.3	2.33	79.31	14.22
0	9	B3P1	D	1.96	63.23	-0.34	9.17	7.26	2.3	79.57	14.25
0	10	B3P1	D	1.44	63.39	-0.38	9.15	7.3	2.26	79.65	14.31
0	11	B3P1	D	1.44	62.97	-0.38	9.22	7.37	2.26	79.06	14.35
0	12	B3P1	D	1.46	62.84	-0.37	9.26	7.4	2.23	78.78	14.41
0	13	B3P1	D	1.74	63.31	-0.36	9.21	7.47	2.18	79.21	14.49
0	14	B3P1	D	1.71	62.92	-0.37	9.22	7.36	2.27	78.74	14.49
0	15	B3P1	D	1.78	62.96	-0.39	9.27	7.45	2.29	78.69	14.54
0	16	B3P1	D	1.85	62.65	-0.38	9.27	7.45	2.22	78.27	14.55
0	17	B3P1	D	1.96	62.72	-0.37	9.27	7.46	2.26	78.31	14.59
0	18	B3P1	D	2.02	62.89	-0.39	9.3	7.39	2.31	78.48	14.61
0	19	B3P1	D	2.22	63.08	-0.38	9.29	7.36	2.37	78.56	14.69
1	20	B3P1	D	2.42	63.36	-0.34	9.33	7.46	2.3	78.91	14.68
1	21	B3P1	D	2.74	63.38	-0.33	9.35	7.57	2.23	78.87	14.72
1	22	B3P1	D	3.18	63.26	-0.27	9.32	7.59	2.13	78.7	14.73
1	23	B3P1	D	3.17	63.03	-0.27	9.31	7.49	2.18	78.68	14.58
1	0	B3P1	D	3.16	62.8	-0.28	9.23	7.45	2.15	78.63	14.47
1	1	B3P1	D	3.16	62.74	-0.23	9.15	7.34	2.21	78.72	14.38
1	2	B3P1	D	3.03	62.89	-0.27	9.07	7.17	2.33	79.01	14.31
1	3	B3P1	D	3.2	63.3	-0.24	9.06	7.21	2.28	79.69	14.23
1	4	B3P1	D	2.87	63.14	-0.26	9.02	7.16	2.3	79.59	14.17
1	5	B3P1	D	2.6	63.48	-0.3	9	7.16	2.31	80.11	14.13
1	6	B3P1	D	2.57	62.99	-0.29	8.97	7.13	2.28	79.63	14.06
1	7	B3P1	D	2.3	62.51	-0.33	9.03	7.21	2.23	79.02	14.06
1	8	B3P1	D	2.02	62.78	-0.35	9.03	7.19	2.33	79.31	14.08
1	9	B3P1	D	1.79	62.96	-0.33	9.06	7.22	2.28	79.49	14.12
1	10	B3P1	D	1.93	62.86	-0.33	9.13	7.35	2.18	79.27	14.16
1	11	B3P1	D	1.85	62.77	-0.34	9.13	7.33	2.2	79.05	14.22
1	12	B3P1	D	1.89	62.56	-0.34	9.18	7.44	2.16	78.66	14.28
1	13	B3P1	D	2.02	62.61	-0.33	9.2	7.36	2.24	78.59	14.36
1	14	B3P1	D	2.25	62.67	-0.33	9.27	7.43	2.17	78.32	14.54
1	15	B3P1	D	2.48	62.57	-0.32	9.29	7.47	2.12	78.11	14.57
1	16	B3P1	D	2.57	62.25	-0.32	9.23	7.4	2.16	78.1	14.36
1	17	B3P1	D	2.57	61.98	-0.3	9.2	7.38	2.19	78.1	14.19
1	18	B3P1	D	2.62	61.57	-0.29	9.16	7.32	2.24	78.1	13.93
1	19	B3P1	D	2.74	61.19	-0.27	9.11	7.26	2.28	78.1	13.69
2	20	B3P1	D	2.89	60.85	-0.27	9.07	7.2	2.32	78.05	13.46
2	21	B3P1	D	3.14	60.5	-0.24	9.01	7.13	2.37	78	13.22
2	22	B3P1	D	3.18	60.07	-0.28	8.95	7.06	2.41	78	12.95
2	23	B3P1	D	3.2	59.53	-0.26	8.88	6.98	2.46	77.95	12.63
2	0	B3P1	D	3.1	59.01	-0.25	8.85	6.92	2.49	77.9	12.3
2	1	B3P1	D	3.13	58.46	-0.24	8.83	6.86	2.53	77.83	11.97
2	2	B3P1	D	3.14	57.95	-0.25	8.83	6.82	2.56	77.78	11.65
2	3	B3P1	D	3.18	57.53	-0.23	8.84	6.79	2.59	77.7	11.39
2	4	B3P1	D	3.14	57.12	-0.22	8.86	6.77	2.6	77.65	11.15
2	5	B3P1	D	3.02	56.77	-0.24	8.88	6.76	2.63	77.6	10.95
2	6	B3P1	D	2.93	56.5	-0.22	8.93	6.76	2.65	77.6	10.79
2	7	B3P1	D	2.93	56.29	-0.23	8.97	6.77	2.66	77.55	10.65
2	8	B3P1	D	2.8	56.13	-0.25	9.03	6.78	2.66	77.5	10.55
2	9	B3P1	D	2.65	56.1	-0.24	9.1	6.8	2.65	77.52	10.49
2	10	B3P1	D	2.58	56.09	-0.24	9.17	6.83	2.64	77.6	10.47
2	11	B3P1	D	2.26	56.22	-0.24	9.21	6.85	2.6	77.73	10.51
2	12	B3P1	D	2.09	56.18	-0.27	9.28	6.88	2.59	77.51	10.59
2	13	B3P1	D	1.91	56.31	-0.29	9.35	6.92	2.55	77.45	10.7
2	14	B3P1	D	1.91	56.42	-0.28	9.43	6.96	2.52	77.4	10.81
2	15	B3P1	D	2.16	56.52	-0.29	9.5	6.99	2.5	77.4	10.9
2	16	B3P1	D	2.35	56.6	-0.27	9.56	7.02	2.5	77.37	10.96
2	17	B3P1	D	2.58	56.7	-0.27	9.6	7.05	2.48	77.4	10.99
2	18	B3P1	D	2.6	56.7	-0.28	9.64	7.08	2.48	77.4	11.01
2	19	B3P1	D	2.65	56.7	-0.26	9.69	7.11	2.48	77.4	11.03
3	20	B3P1	D	2.68	56.69	-0.22	9.75	7.15	2.49	77.4	11.02
3	21	B3P1	D	2.91	56.61	-0.25	9.76	7.16	2.52	77.4	10.96
3	22	B3P1	D	3.24	56.55	-0.21	9.75	7.14	2.55	77.4	10.9
3	23	B3P1	D	3.39	56.5	-0.18	9.73	7.12	2.57	77.48	10.84
3	0	B3P1	D	3.36	56.5	-0.16	9.7	7.09	2.6	77.5	10.78
3	1	B3P1	D	3.31	56.53	-0.18	9.67	7.07	2.62	77.65	10.73
3	2	B3P1	D	3.17	56.59	-0.18	9.61	7.03	2.68	77.92	10.67
3	3	B3P1	D	3.34	56.78	-0.19	9.58	7	2.68	78.24	10.64
3	4	B3P1	D	3.02	57.14	-0.21	9.54	6.98	2.7	78.82	10.6
3	5	B3P1	D	3	56.97	-0.22	9.51	6.97	2.7	78.67	10.56
3	6	B3P1	D	2.81	56.75	-0.24	9.5	6.96	2.72	78.43	10.53
3	7	B3P1	D	2.48	56.89	-0.26	9.5	6.97	2.71	78.64	10.53
3	8	B3P1	D	2.35	56.49	-0.25	9.48	6.95	2.72	78.06	10.53
3	9	B3P1	D	1.71	56.4	-0.3	9.58	7.02	2.65	77.84	10.58
3	10	B3P1	D	1.15	56.41	-0.32	9.62	7.03	2.66	77.71	10.64
3	11	B3P1	D	2.09	56.7	-0.28	9.68	7.09	2.57	77.62	10.88
3	12	B3P1	D	1.26	57.01	-0.34	9.72	7.11	2.5	77.62	11.09
3	13	B3P1	D	0.98	57.26	-0.32	9.72	7.11	2.48	77.65	11.26
3	14	B3P1	D	1.19	57.37	-0.31	9.76	7.15	2.48	77.67	11.32
3	15	B3P1	D	1.23	57.59	-0.34	9.78	7.17	2.41	77.63	11.48
3	16	B3P1	D	1.78	57.78	-0.32	9.81	7.21	2.42	77.67	11.6
3	17	B3P1	D	1.14	57.79	-0.35	9.86	7.25	2.44	77.69	11.61
3	18	B3P1	D	1.38	57.9	-0.33	9.88	7.28	2.45	77.7	11.66
3	19	B3P1	D	1.7	58.1	-0.3	9.89	7.31	2.44	77.84	11.73
4	20	B3P1	D	2.07	58.39	-0.29	9.9	7.34	2.44	78.19	11.74
4	21	B3P1	D	2.33	58.36	-0.29	9.92	7.37	2.46	78.14	11.74
4	22	B3P1	D	2.38	58.46	-0.26	9.9	7.34	2.5	78.27	11.74
4	23	B3P1	D	2.73	58.26	-0.25	9.9	7.3	2.56	78.04	11.73
4	0	B3P1	D	2.6	58.27	-0.23	9.89	7.29	2.52	78	11.75
4	1	B3P1	D	2.5	58.61	-0.23	9.88	7.27	2.54	78.5	11.74
4	2	B3P1	D	2.63	58.66	-0.25	9.86	7.28	2.44	78.54	11.75
4	3	B3P1	D	2.91	58.18	-0.24	9.85	7.24	2.47	77.92	11.72
4	4	B3P1	D	2.86	58.02	-0.26	9.85	7.22	2.47	77.73	11.72
4	5	B3P1	D	3.09	58.24	-0.26	9.78	7.19	2.48	77.83	11.82
4	6	B3P1	D	3.21	58.41	-0.27	9.64	7.11	2.49	77.89	11.91
4	7	B3P1	D	3.1	58.59	-0.28	9.58	7.1	2.44	78	11.97
4	8	B3P1	D	2.75	58.52	-0.3	9.62	7.11	2.47	78.04	11.92
4	9	B3P1	D	2.77	58.39	-0.27	9.6	7.08	2.43	77.84	11.92
4	10	B3P1	D	2.65	58.09	-0.28	9.58	7.09	2.42	77.6	11.83
4	11	B3P1	D	2.58	57.84	-0.25	9.56	7.06	2.47	77.6	11.66
4	12	B3P1	D	2.55	57.66	-0.27	9.56	7.07	2.48	77.59	11.56
4	13	B3P1	D	2.51	57.52	-0.26	9.58	7.08	2.47	77.5	11.49
4	14	B3P1	D	2.63	57.39	-0.28	9.6	7.08	2.43	77.5	11.41
4	15	B3P1	D	2.79	57.24	-0.28	9.6	7.09	2.46	77.5	11.33
4	16	B3P1	D	2.79	57.11	-0.28	9.61	7.09	2.46	77.5	11.25
4	17	B3P1	D	2.73	57.01	-0.26	9.63	7.1	2.46	77.44	11.18
4	18	B3P1	D	2.87	56.91	-0.24	9.63	7.1	2.52	77.4	11.12
4	19	B3P1	D	3.01	56.8	-0.24	9.63	7.1	2.55	77.4	11.06
5	20	B3P1	D	3.39	56.84	-0.21	9.62	7.09	2.53	77.49	11.03
5	21	B3P1	D	3.44	57.17	-0.21	9.6	7.07	2.52	77.99	11.03
5	22	B3P1	D	3.66	56.98	-0.18	9.59	7.06	2.53	77.78	11
5	23	B3P1	D	3.77	56.76	-0.15	9.55	7.03	2.55	77.56	10.97
5	0	B3P1	D	3.63	56.6	-0.19	9.51	7	2.55	77.4	10.92
5	1	B3P1	D	3.73	56.63	-0.16	9.47	6.97	2.57	77.51	10.89
5	2	B3P1	D	3.6	56.69	-0.16	9.44	6.94	2.59	77.61	10.89
0	20	B3P2	D	0.85	77.64	-0.3	10.37	6.71	9.54	97.73	14.24
0	21	B3P2	D	0.95	77.91	-0.28	10.36	6.72	9.52	98.01	14.26
0	22	B3P2	D	0.93	78.24	-0.27	10.35	6.72	9.5	98.38	14.29
0	23	B3P2	D	0.93	78.24	-0.27	10.37	6.73	9.55	98.41	14.27
0	0	B3P2	D	0.99	78.33	-0.27	10.43	6.76	9.62	98.45	14.3
0	1	B3P2	D	0.84	78.3	-0.28	10.41	6.75	9.66	98.52	14.26
0	2	B3P2	D	0.84	78.3	-0.25	10.35	6.73	9.58	98.5	14.29
0	3	B3P2	D	0.94	78.29	-0.26	10.38	6.73	9.63	98.52	14.28
0	4	B3P2	D	0.84	78.31	-0.28	10.37	6.73	9.62	98.46	14.28
0	5	B3P2	D	0.88	78.24	-0.28	10.43	6.75	9.74	98.35	14.29
0	6	B3P2	D	0.94	78.38	-0.27	10.29	6.7	9.62	98.45	14.33
0	7	B3P2	D	1.06	78.32	-0.29	10	6.65	9.2	98.29	14.37
0	8	B3P2	D	1.15	78.16	-0.25	10.08	6.69	9.21	98.19	14.32
0	9	B3P2	D	1.04	78.33	-0.26	10.09	6.69	9.18	98.4	14.32
0	10	B3P2	D	0.8	78.44	-0.3	10.13	6.7	9.2	98.4	14.38
0	11	B3P2	D	0.7	78.42	-0.28	10.19	6.72	9.28	98.23	14.44
0	12	B3P2	D	0.68	78.5	-0.3	10.16	6.72	9.2	98.17	14.5
0	13	B3P2	D	0.69	78.68	-0.29	10.22	6.76	9.21	98.2	14.59
0	14	B3P2	D	0.76	78.49	-0.29	10.2	6.74	9.19	98	14.58
0	15	B3P2	D	0.76	78.55	-0.3	10.28	6.77	9.28	98	14.62
0	16	B3P2	D	0.78	78.69	-0.29	10.25	6.76	9.2	98.01	14.68
0	17	B3P2	D	0.83	78.71	-0.28	10.26	6.77	9.19	98.05	14.67
0	18	B3P2	D	0.87	78.76	-0.27	10.28	6.78	9.15	98.05	14.69
0	19	B3P2	D	0.94	78.81	-0.27	10.25	6.78	9.13	98.14	14.69
1	20	B3P2	D	0.98	79.06	-0.28	10.23	6.78	9.07	98.3	14.75
1	21	B3P2	D	1.02	79.1	-0.29	10.23	6.78	9.07	98.31	14.77
1	22	B3P2	D	1.22	79.13	-0.23	10.26	6.78	9.03	98.19	14.82
1	23	B3P2	D	1.42	78.94	-0.23	10.29	6.8	8.95	98.07	14.79
1	0	B3P2	D	1.34	78.7	-0.21	10.27	6.79	9.03	98.05	14.68
1	1	B3P2	D	1.15	78.73	-0.25	10.14	6.75	9.08	98.28	14.58
1	2	B3P2	D	1.14	78.61	-0.25	10.18	6.76	9.01	98.27	14.52
1	3	B3P2	D	1.21	78.41	-0.26	10.12	6.73	9.02	98.16	14.45
1	4	B3P2	D	1.15	78.3	-0.27	10.14	6.73	9.08	98.2	14.39
1	5	B3P2	D	1.12	78.25	-0.26	10.16	6.74	9.06	98.19	14.35
1	6	B3P2	D	1.02	78.11	-0.29	10.16	6.74	9.05	98.13	14.32
1	7	B3P2	D	0.95	78	-0.29	10.17	6.75	9.1	98.03	14.3
1	8	B3P2	D	0.85	78.07	-0.3	10.17	6.74	9.03	98.06	14.32
1	9	B3P2	D	0.74	78.1	-0.29	10.17	6.75	9.08	98	14.35
1	10	B3P2	D	0.78	78.14	-0.28	10.19	6.76	8.98	97.97	14.4
1	11	B3P2	D	0.73	78.18	-0.28	10.22	6.77	8.97	97.9	14.45
1	12	B3P2	D	0.78	78.27	-0.29	10.27	6.78	8.88	97.62	14.63
1	13	B3P2	D	1.01	78.55	-0.26	10.31	6.77	8.67	97.46	14.84
1	14	B3P2	D	0.96	78.35	-0.26	10.37	6.79	8.79	97.28	14.81
1	15	B3P2	D	1.06	77.82	-0.28	10.34	6.78	8.99	97.05	14.62
1	16	B3P2	D	1.16	77.46	-0.25	10.29	6.78	9.05	97.01	14.43
1	17	B3P2	D	1.18	77.17	-0.26	10.27	6.78	9.02	97	14.28
1	18	B3P2	D	1.19	76.8	-0.28	10.25	6.78	9.04	97	14.11
1	19	B3P2	D	1.24	76.51	-0.27	10.23	6.77	9.07	97	13.95
2	20	B3P2	D	1.29	76.25	-0.26	10.21	6.77	9.1	96.95	13.81
2	21	B3P2	D	1.42	75.93	-0.22	10.18	6.75	9.13	96.91	13.66
2	22	B3P2	D	1.41	75.5	-0.25	10.14	6.72	9.17	96.81	13.48
2	23	B3P2	D	1.36	74.98	-0.21	10.09	6.68	9.21	96.68	13.25
2	0	B3P2	D	1.36	74.55	-0.2	10.06	6.65	9.25	96.59	13.05
2	1	B3P2	D	1.36	74.02	-0.22	10.04	6.61	9.28	96.49	12.81
2	2	B3P2	D	1.37	73.59	-0.2	10.02	6.59	9.32	96.39	12.61
2	3	B3P2	D	1.39	73.14	-0.2	10.02	6.56	9.35	96.3	12.41
2	4	B3P2	D	1.47	72.77	-0.22	10.02	6.55	9.38	96.23	12.23
2	5	B3P2	D	1.36	72.46	-0.22	10.02	6.54	9.41	96.2	12.08
2	6	B3P2	D	1.35	72.19	-0.23	10.03	6.54	9.43	96.2	11.95
2	7	B3P2	D	1.36	72.02	-0.24	10.05	6.54	9.45	96.2	11.86
2	8	B3P2	D	1.33	71.84	-0.23	10.08	6.54	9.46	96.21	11.76
2	9	B3P2	D	1.25	71.77	-0.23	10.11	6.54	9.46	96.18	11.72
2	10	B3P2	D	1.22	71.58	-0.22	10.17	6.55	9.47	96.04	11.67
2	11	B3P2	D	1.16	71.72	-0.23	10.22	6.56	9.46	96.2	11.68
2	12	B3P2	D	1.12	71.83	-0.23	10.24	6.57	9.41	96.22	11.74
2	13	B3P2	D	1.14	71.8	-0.22	10.29	6.59	9.39	96.04	11.78
2	14	B3P2	D	1.11	71.88	-0.24	10.36	6.61	9.38	96	11.86
2	15	B3P2	D	1.14	72	-0.23	10.41	6.62	9.36	96	11.93
2	16	B3P2	D	1.18	72.07	-0.24	10.47	6.66	9.38	96	11.96
2	17	B3P2	D	1.26	72.1	-0.22	10.52	6.67	9.41	96	11.97
2	18	B3P2	D	1.26	72.1	-0.23	10.54	6.69	9.41	96	11.96
2	19	B3P2	D	1.31	72.1	-0.24	10.58	6.71	9.41	96	11.96
3	20	B3P2	D	1.29	72.1	-0.22	10.58	6.71	9.42	96.04	11.95
3	21	B3P2	D	1.38	72.1	-0.23	10.59	6.71	9.44	96.16	11.92
3	22	B3P2	D	1.43	72.1	-0.2	10.6	6.72	9.46	96.21	11.88
3	23	B3P2	D	1.35	72.1	-0.23	10.6	6.73	9.48	96.3	11.84
3	0	B3P2	D	1.44	72.06	-0.19	10.59	6.72	9.51	96.28	11.8
3	1	B3P2	D	1.4	71.97	-0.2	10.56	6.71	9.54	96.4	11.76
3	2	B3P2	D	1.49	71.9	-0.2	10.52	6.69	9.57	96.4	11.71
3	3	B3P2	D	1.55	71.84	-0.18	10.51	6.68	9.59	96.4	11.67
3	4	B3P2	D	1.44	71.78	-0.2	10.45	6.67	9.6	96.4	11.63
3	5	B3P2	D	1.3	71.68	-0.2	10.42	6.65	9.6	96.4	11.59
3	6	B3P2	D	1.32	71.6	-0.22	10.41	6.64	9.6	96.4	11.56
3	7	B3P2	D	1.23	71.6	-0.22	10.4	6.64	9.6	96.4	11.55
3	8	B3P2	D	1.23	71.6	-0.23	10.41	6.65	9.61	96.35	11.56
3	9	B3P2	D	1.05	71.6	-0.23	10.43	6.66	9.58	96.28	11.58
3	10	B3P2	D	0.89	71.7	-0.24	10.5	6.68	9.41	96.12	11.69
3	11	B3P2	D	1.11	72	-0.24	10.5	6.67	9.34	96.16	11.85
3	12	B3P2	D	1.01	72.26	-0.26	10.51	6.67	9.26	96.23	11.95
3	13	B3P2	D	0.81	72.5	-0.25	10.54	6.67	9.19	96.2	12.11
3	14	B3P2	D	0.79	72.65	-0.26	10.56	6.69	9.22	96.2	12.18
3	15	B3P2	D	0.72	73.07	-0.24	10.62	6.72	9.17	96.2	12.41
3	16	B3P2	D	0.79	73.03	-0.25	10.62	6.73	9.2	96.2	12.38
3	17	B3P2	D	0.75	73.2	-0.25	10.62	6.73	9.14	96.21	12.48
3	18	B3P2	D	0.74	73.27	-0.25	10.65	6.73	9.18	96.29	12.49
3	19	B3P2	D	0.76	73.28	-0.24	10.63	6.74	9.16	96.3	12.49
4	20	B3P2	D	0.85	73.3	-0.23	10.66	6.75	9.18	96.3	12.52
4	21	B3P2	D	0.94	73.32	-0.23	10.64	6.74	9.16	96.3	12.52
4	22	B3P2	D	0.95	73.4	-0.24	10.66	6.74	9.19	96.3	12.55
4	23	B3P2	D	1.08	73.4	-0.2	10.64	6.74	9.18	96.3	12.54
4	0	B3P2	D	1.12	73.4	-0.2	10.66	6.74	9.22	96.3	12.55
4	1	B3P2	D	1.08	73.4	-0.22	10.68	6.75	9.28	96.3	12.54
4	2	B3P2	D	1.2	73.4	-0.21	10.65	6.74	9.25	96.3	12.58
4	3	B3P2	D	1.21	73.4	-0.21	10.64	6.73	9.27	96.3	12.56
4	4	B3P2	D	1.44	73.63	-0.18	10.56	6.73	9.15	96.3	12.67
4	5	B3P2	D	1.48	73.72	-0.2	10.5	6.72	8.93	96.3	12.72
4	6	B3P2	D	1.47	73.61	-0.22	10.51	6.72	8.98	96.3	12.65
4	7	B3P2	D	1.51	73.5	-0.2	10.51	6.73	9.05	96.33	12.59
4	8	B3P2	D	1.54	73.38	-0.18	10.51	6.72	9.04	96.29	12.54
4	9	B3P2	D	1.52	73.21	-0.21	10.52	6.72	9.06	96.16	12.51
4	10	B3P2	D	1.44	72.91	-0.22	10.53	6.72	9.07	96.01	12.4
4	11	B3P2	D	1.35	72.64	-0.24	10.53	6.71	9.19	96	12.27
4	12	B3P2	D	1.31	72.46	-0.24	10.54	6.71	9.22	95.94	12.19
4	13	B3P2	D	1.31	72.37	-0.25	10.55	6.71	9.2	95.9	12.16
4	14	B3P2	D	1.36	72.24	-0.23	10.58	6.72	9.21	95.84	12.1
4	15	B3P2	D	1.41	72.12	-0.23	10.59	6.71	9.22	95.8	12.06
4	16	B3P2	D	1.43	72.01	-0.25	10.61	6.71	9.22	95.8	12
4	17	B3P2	D	1.4	71.92	-0.23	10.62	6.72	9.22	95.8	11.96
4	18	B3P2	D	1.45	71.81	-0.23	10.63	6.73	9.24	95.8	11.91
4	19	B3P2	D	1.49	71.78	-0.24	10.64	6.73	9.25	95.8	11.88
5	20	B3P2	D	1.62	71.7	-0.19	10.64	6.72	9.26	95.8	11.84
5	21	B3P2	D	1.55	71.68	-0.17	10.63	6.72	9.27	95.81	11.81
5	22	B3P2	D	1.74	71.55	-0.17	10.62	6.72	9.28	95.7	11.79
5	23	B3P2	D	1.68	71.47	-0.2	10.59	6.71	9.29	95.64	11.76
5	0	B3P2	D	1.63	71.32	-0.19	10.57	6.69	9.29	95.56	11.73
5	1	B3P2	D	1.46	71.23	-0.19	10.55	6.68	9.3	95.48	11.7
5	2	B3P2	D	1.58	71.15	-0.17	10.53	6.67	9.31	95.4	11.67
0	20	B3P3	S	0.49	36.13	-0.97	10.92	7.06	1.34	45.95	13.81
0	21	B3P3	S	0.56	36.04	-0.98	10.87	7.02	1.37	45.99	13.71
0	22	B3P3	S	0.65	36.06	-0.96	10.85	7.01	1.36	46	13.73
0	23	B3P3	S	0.64	36.08	-0.97	10.81	6.99	1.36	46	13.72
0	0	B3P3	S	0.7	36.1	-0.97	10.81	6.98	1.38	46	13.71
0	1	B3P3	S	0.61	36.1	-0.97	10.83	6.98	1.4	46	13.77
0	2	B3P3	S	0.65	36.1	-0.99	10.83	6.97	1.44	46	13.75
0	3	B3P3	S	0.63	36.05	-0.95	10.81	6.98	1.43	46	13.71
0	4	B3P3	S	0.6	36.02	-0.97	10.83	6.99	1.47	45.96	13.7
0	5	B3P3	S	0.58	36.16	-0.97	10.76	7.04	1.47	46.12	13.74
0	6	B3P3	S	0.54	36.13	-0.97	10.61	6.98	1.51	46.14	13.65
0	7	B3P3	S	0.45	36.02	-0.98	10.72	6.99	1.51	46.1	13.58
0	8	B3P3	S	0.42	36.02	-0.97	10.72	7.01	1.51	46.1	13.57
0	9	B3P3	S	0.33	36.1	-0.98	10.72	7	1.51	46.1	13.57
0	10	B3P3	S	0.05	36.11	-1.02	10.71	7.03	1.42	46.1	13.64
0	11	B3P3	S	0.16	36.2	-1.01	10.81	7.07	1.37	46.1	13.79
0	12	B3P3	S	0.16	36.2	-0.99	10.77	7.06	1.36	46.1	13.76
0	13	B3P3	S	0.24	36.34	-1.02	10.81	7.1	1.31	46.1	13.91
0	14	B3P3	S	0.25	36.35	-1.02	10.9	7.11	1.35	46.1	13.95
0	15	B3P3	S	0.25	36.45	-1.01	10.9	7.12	1.31	46.1	14.06
0	16	B3P3	S	0.38	36.45	-1	10.88	7.14	1.29	46.1	14.02
0	17	B3P3	S	0.46	36.6	-1.02	10.95	7.24	1.21	46.1	14.2
0	18	B3P3	S	0.53	36.5	-1.01	10.92	7.19	1.26	46.1	14.08
0	19	B3P3	S	0.63	36.5	-0.99	11	7.31	1.23	46.19	14.07
1	20	B3P3	S	0.74	36.5	-0.95	11.03	7.37	1.23	46.2	14.04
1	21	B3P3	S	0.78	36.49	-0.95	11.03	7.39	1.24	46.2	13.96
1	22	B3P3	S	0.85	36.38	-0.94	10.99	7.35	1.27	46.2	13.85
1	23	B3P3	S	0.8	36.3	-0.96	10.95	7.32	1.32	46.26	13.74
1	0	B3P3	S	0.75	36.22	-0.95	10.86	7.24	1.38	46.3	13.62
1	1	B3P3	S	0.78	36.13	-0.93	10.79	7.16	1.41	46.3	13.53
1	2	B3P3	S	0.78	36.03	-0.93	10.78	7.12	1.44	46.21	13.46
1	3	B3P3	S	0.77	36	-0.96	10.75	7.09	1.46	46.2	13.4
1	4	B3P3	S	0.78	35.95	-0.95	10.71	7.06	1.48	46.2	13.36
1	5	B3P3	S	0.59	35.9	-0.96	10.68	7.02	1.53	46.2	13.32
1	6	B3P3	S	0.51	35.8	-0.96	10.73	7.02	1.56	46.14	13.3
1	7	B3P3	S	0.41	35.8	-0.96	10.72	7.02	1.53	46.1	13.3
1	8	B3P3	S	0.26	35.87	-1	10.76	7.04	1.49	46.1	13.33
1	9	B3P3	S	0.16	35.9	-1	10.81	7.03	1.49	46.1	13.4
1	10	B3P3	S	0.21	35.9	-0.98	10.89	7.09	1.43	46.1	13.5
1	11	B3P3	S	0.21	35.91	-0.96	10.86	7.06	1.44	46.1	13.49
1	12	B3P3	S	0.22	36.04	-1	10.9	7.1	1.38	46.1	13.6
1	13	B3P3	S	0.26	36.15	-1.01	10.98	7.18	1.32	46.1	13.75
1	14	B3P3	S	0.39	36.17	-1	10.98	7.18	1.34	46.1	13.74
1	15	B3P3	S	0.61	36.22	-0.95	11.01	7.23	1.33	46.1	13.78
