Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26
6/19/2024;16:20:39;0;greeenland;-0.26;6.43;136.1;-0.059;4.41;0.55;183.3;103.8;105.1;11.13;-0.083;0.09;180.2;-1.47;-1.47;117;7.27;-28.4;12.174;-0.067;6.02;0
6/19/2024;16:20:41;0;greeenland;-0.25;6.47;136.1;-0.059;4.41;0.54;183.3;103.7;105.1;11.13;-0.083;0.09;180.2;-1.47;-1.47;117;7.29;-29.3;12.174;-0.051;6.02;0
6/19/2024;16:20:43;0;greeenland;-0.25;6.46;136.1;-0.059;4.41;0.54;183.3;103.7;105.1;11.13;-0.084;0.09;180.2;-1.45;-1.45;117;7.3;-30;12.174;-0.061;6.02;0
6/19/2024;16:20:45;0;greeenland;-0.26;6.44;136.1;-0.059;4.4;0.54;183.3;103.7;105;11.12;-0.083;0.09;180.2;-1.45;-1.45;117;7.32;-30.8;12.173;-0.056;6.02;0
6/19/2024;16:20:47;0;greeenland;-0.28;6.38;136;-0.059;4.41;0.55;183.3;103.6;105;11.12;-0.084;0.09;180.2;-1.47;-1.47;117;7.33;-31.6;12.173;-0.06;6.02;0
6/19/2024;16:20:49;0;greeenland;-0.28;6.36;136;-0.059;4.41;0.54;183.3;103.6;105;11.12;-0.083;0.09;180.2;-1.47;-1.47;117;7.34;-32.4;12.172;-0.056;6.02;0
6/19/2024;16:20:51;0;greeenland;-0.27;6.39;136;-0.059;4.4;0.54;183.3;103.6;104.9;11.11;-0.084;0.09;180.2;-1.48;-1.48;117;7.36;-33.1;12.172;-0.061;6.02;0
6/19/2024;16:20:53;0;greeenland;-0.28;6.37;136;-0.059;4.41;0.55;183.3;103.5;104.9;11.11;-0.084;0.09;180.2;-1.49;-1.49;117;7.37;-33.7;12.172;-0.055;6.02;0
6/19/2024;16:20:55;0;greeenland;-0.3;6.31;136;-0.059;4.42;0.55;183.3;103.5;104.9;11.11;-0.085;0.09;180.2;-1.48;-1.48;117;7.47;-39.5;12.172;-0.065;6.02;0
6/19/2024;16:20:57;0;greeenland;-0.3;6.32;136;-0.06;4.42;0.55;183.2;103.5;104.9;11.1;-0.085;0.09;180.2;-1.47;-1.47;117;7.49;-40.6;12.173;-0.062;6.02;0
6/19/2024;16:20:59;0;greeenland;-0.29;6.35;136;-0.06;4.44;0.55;183.3;103.5;104.8;11.1;-0.085;0.09;180.2;-1.46;-1.46;117;7.5;-41.1;12.172;-0.056;6.02;0
6/19/2024;16:21:01;0;greeenland;-0.3;6.3;136;-0.06;4.45;0.56;183.2;103.4;104.8;11.1;-0.085;0.09;180.2;-1.47;-1.47;117;7.51;-41.8;12.172;-0.064;6.02;0
6/19/2024;16:21:03;0;greeenland;-0.32;6.23;136;-0.059;4.44;0.56;183.2;103.4;104.8;11.1;-0.085;0.09;180.1;-1.47;-1.47;117;7.52;-42.4;12.172;-0.054;6.02;0
6/19/2024;16:21:05;0;greeenland;-0.32;6.25;136;-0.06;4.46;0.56;183.2;103.4;104.8;11.09;-0.085;0.09;180.2;-1.45;-1.45;117;7.53;-42.8;12.173;-0.067;6.02;0
6/19/2024;16:21:07;0;greeenland;-0.3;6.31;136;-0.059;4.46;0.56;183.3;103.4;104.7;11.09;-0.085;0.09;180.2;-1.45;-1.45;117;7.54;-43.3;12.173;-0.054;6.02;0
6/19/2024;16:21:09;0;greeenland;-0.29;6.33;136;-0.06;4.48;0.57;183.3;103.3;104.7;11.09;-0.085;0.09;180.2;-1.45;-1.45;117;7.54;-43.7;12.174;-0.068;6.02;0
6/19/2024;16:21:11;0;greeenland;-0.3;6.3;136;-0.06;4.48;0.57;183.2;103.3;104.7;11.09;-0.085;0.09;180.2;-1.46;-1.46;117;7.55;-44.1;12.175;-0.061;6.02;0
6/19/2024;16:21:13;0;greeenland;-0.29;6.34;136;-0.06;4.48;0.57;183.2;103.3;104.7;11.08;-0.085;0.09;180.1;-1.46;-1.46;117;7.56;-44.5;12.176;-0.051;6.02;0
6/19/2024;16:21:15;0;greeenland;-0.28;6.38;136;-0.06;4.48;0.57;183.2;103.3;104.7;11.08;-0.085;0.09;180.2;-1.48;-1.48;117;7.57;-44.9;12.176;-0.06;6.02;0
6/19/2024;16:21:17;0;greeenland;-0.28;6.37;136;-0.06;4.49;0.57;183.2;103.3;104.6;11.08;-0.085;0.09;180.1;-1.48;-1.48;117;7.57;-45.3;12.177;-0.061;6.02;0
6/19/2024;16:21:19;0;greeenland;-0.28;6.37;136;-0.06;4.51;0.58;183.2;103.2;104.6;11.08;-0.085;0.09;180.1;-1.5;-1.5;117;7.58;-45.8;12.176;-0.053;6.02;0
6/19/2024;16:21:21;0;greeenland;-0.27;6.41;136;-0.06;4.52;0.58;183.2;103.2;104.6;11.07;-0.085;0.09;180.1;-1.49;-1.49;117;7.59;-46.3;12.175;-0.064;6.02;0
6/19/2024;16:21:23;0;greeenland;-0.27;6.4;136;-0.06;4.52;0.58;183.2;103.2;104.6;11.07;-0.086;0.09;180.1;-1.49;-1.49;117;7.6;-47;12.174;-0.064;6.02;0
6/19/2024;16:21:25;0;greeenland;-0.27;6.39;136;-0.06;4.51;0.58;183.2;103.2;104.6;11.07;-0.086;0.09;180.1;-1.48;-1.48;117;7.62;-47.7;12.174;-0.06;6.02;0
6/19/2024;16:21:27;0;greeenland;-0.26;6.44;136;-0.06;4.52;0.58;183.2;103.2;104.5;11.07;-0.086;0.09;180.2;-1.48;-1.48;117;7.63;-48.4;12.173;-0.056;6.02;0
6/19/2024;16:21:29;0;greeenland;-0.26;6.42;136;-0.06;4.53;0.58;183.3;103.1;104.5;11.07;-0.086;0.09;180.2;-1.48;-1.48;117;7.64;-48.9;12.172;-0.061;6.02;0
6/19/2024;16:21:31;0;greeenland;-0.27;6.4;136;-0.061;4.55;0.59;183.3;103.1;104.5;11.07;-0.086;0.09;180.2;-1.46;-1.46;117;7.65;-49.5;12.171;-0.063;6.02;0
6/19/2024;16:21:33;0;greeenland;-0.27;6.4;136;-0.061;4.56;0.59;183.3;103.1;104.5;11.06;-0.086;0.09;180.2;-1.45;-1.45;117;7.66;-50;12.172;-0.063;6.02;0
6/19/2024;16:21:35;0;greeenland;-0.28;6.37;136;-0.06;4.57;0.6;183.3;103.1;104.5;11.06;-0.085;0.09;180.2;-1.46;-1.46;117;7.67;-50.5;12.172;-0.031;6.02;0
6/19/2024;16:21:37;0;greeenland;-0.28;6.38;136;-0.055;4.56;0.59;183.3;103.1;104.5;11.06;-0.078;0.09;180.2;-1.46;-1.46;117;7.68;-51.2;12.172;0.068;6.02;0
6/19/2024;16:21:39;0;greeenland;-0.29;6.33;136.1;-0.045;4.56;0.59;183.3;103.1;104.5;11.06;-0.065;0.09;180.2;-1.47;-1.47;117;7.68;-51.6;12.172;0.155;6.02;0
6/19/2024;16:21:41;0;greeenland;-0.28;6.37;136.1;-0.029;4.55;0.59;183.4;103.1;104.4;11.06;-0.041;0.09;180.3;-1.49;-1.49;117;7.69;-52;12.171;0.289;6.02;0
6/19/2024;16:21:43;0;greeenland;-0.27;6.4;136.1;-0.008;4.56;0.59;183.4;103.1;104.4;11.06;-0.011;0.09;180.3;-1.5;-1.5;117;7.7;-52.4;12.172;0.408;6.02;0
6/19/2024;16:21:45;0;greeenland;-0.24;6.49;136.2;0.022;4.57;0.6;183.5;103;104.4;11.06;0.031;0.09;180.4;-1.49;-1.49;117;7.7;-52.7;12.171;0.492;6.02;0
6/19/2024;16:21:47;0;greeenland;-0.23;6.51;136.2;0.051;4.57;0.6;183.6;103;104.4;11.06;0.073;0.09;180.5;-1.47;-1.47;117;7.71;-53.1;12.17;0.536;6.02;0
6/19/2024;16:21:49;0;greeenland;-0.25;6.47;136.3;0.087;4.57;0.6;183.6;103;104.4;11.06;0.124;0.09;180.5;-1.47;-1.47;117;7.72;-53.4;12.17;0.607;6.02;0
6/19/2024;16:21:51;0;greeenland;-0.24;6.5;136.3;0.122;4.58;0.6;183.7;103;104.4;11.05;0.174;0.09;180.6;-1.48;-1.48;117;7.72;-53.8;12.168;0.663;6.02;0
6/19/2024;16:21:53;0;greeenland;-0.28;6.37;136.4;0.166;4.57;0.6;183.7;103;104.4;11.05;0.236;0.09;180.6;-1.47;-1.47;117;7.73;-54.1;12.167;0.744;6.02;0
6/19/2024;16:21:55;0;greeenland;-0.27;6.4;136.4;0.209;4.58;0.6;183.8;103;104.4;11.05;0.297;0.09;180.7;-1.45;-1.45;117;7.73;-54.4;12.166;0.81;6.02;0
6/19/2024;16:21:57;0;greeenland;-0.27;6.4;136.4;0.261;4.58;0.6;183.8;103;104.4;11.05;0.371;0.09;180.7;-1.43;-1.43;117;7.74;-54.7;12.164;0.894;6.02;0
6/19/2024;16:21:59;0;greeenland;-0.26;6.44;136.5;0.312;4.58;0.6;183.9;103;104.3;11.05;0.443;0.09;180.8;-1.41;-1.41;118;7.74;-54.9;12.163;0.965;6.02;0
6/19/2024;16:22:01;0;greeenland;-0.24;6.51;136.5;1.06;4.6;0.61;183.9;103;104.3;11.05;1.508;0.09;180.8;-1.39;-1.39;118;7.75;-55.1;12.162;1.047;6.02;0
6/19/2024;16:22:03;0;greeenland;-0.22;6.56;136.5;1.115;4.61;0.61;184;102.9;104.3;11.05;1.585;0.09;180.9;-1.4;-1.4;118;7.75;-55.3;12.161;1.096;6.02;0
6/19/2024;16:22:05;0;greeenland;-0.19;6.64;136.6;1.152;4.62;0.62;184;102.9;104.3;11.05;1.638;0.09;180.9;-1.41;-1.41;118;7.75;-55.5;12.16;1.167;6.02;0
6/19/2024;16:22:07;0;greeenland;-0.19;6.65;136.6;1.201;4.63;0.62;184.1;102.9;104.3;11.05;1.708;0.09;181;-1.42;-1.42;118;7.75;-55.6;12.159;1.273;6.02;0
6/19/2024;16:22:09;0;greeenland;-0.18;6.68;136.6;1.243;4.64;0.62;184.1;102.9;104.3;11.05;1.767;0.09;181;-1.42;-1.42;118;7.76;-55.7;12.159;1.316;6.02;0
6/19/2024;16:22:11;0;greeenland;-0.19;6.64;136.6;1.276;4.65;0.62;184.2;102.9;104.3;11.05;1.814;0.09;181.1;-1.44;-1.44;118;7.76;-55.9;12.158;1.37;6.02;0
6/19/2024;16:22:13;0;greeenland;-0.22;6.56;136.7;1.309;4.65;0.62;184.2;102.9;104.3;11.05;1.861;0.09;181.1;-1.42;-1.42;118;7.76;-56;12.158;1.463;6.02;0
6/19/2024;16:22:15;0;greeenland;-0.19;6.64;136.7;1.347;4.64;0.62;184.3;102.9;104.3;11.04;1.915;0.09;181.1;-1.42;-1.42;118;7.76;-56.1;12.158;1.537;6.02;0
6/19/2024;16:22:17;0;greeenland;-0.23;6.53;136.7;1.385;4.64;0.62;184.3;102.9;104.2;11.04;1.97;0.09;181.2;-1.43;-1.43;118;7.77;-56.2;12.159;1.652;6.02;0
6/19/2024;16:22:19;0;greeenland;-0.22;6.56;136.8;1.429;4.64;0.62;184.3;102.9;104.2;11.04;2.032;0.09;181.2;-1.43;-1.43;118;7.77;-56.3;12.159;1.71;6.02;0
6/19/2024;16:22:21;0;greeenland;-0.19;6.66;136.8;1.468;4.64;0.62;184.4;102.9;104.2;11.04;2.088;0.09;181.3;-1.44;-1.44;118;7.77;-56.4;12.159;1.804;6.02;0
6/19/2024;16:22:23;0;greeenland;-0.19;6.63;136.8;1.509;4.62;0.61;184.4;102.8;104.2;11.04;2.146;0.09;181.3;-1.43;-1.43;118;7.77;-56.6;12.158;1.855;6.02;0
6/19/2024;16:22:25;0;greeenland;-0.22;6.57;136.9;1.546;4.62;0.61;184.5;102.8;104.2;11.04;2.198;0.09;181.4;-1.44;-1.44;118;7.77;-56.7;12.157;1.932;6.02;0
6/19/2024;16:22:27;0;greeenland;-0.22;6.56;136.9;1.585;4.62;0.61;184.5;102.8;104.2;11.04;2.253;0.09;181.4;-1.42;-1.42;118;7.78;-56.8;12.156;2.023;6.02;0
6/19/2024;16:22:29;0;greeenland;-0.21;6.57;136.9;1.622;4.61;0.61;184.6;102.8;104.2;11.03;2.306;0.09;181.5;-1.43;-1.43;118;7.78;-56.9;12.155;2.086;6.02;0
6/19/2024;16:22:31;0;greeenland;-0.24;6.49;137;1.665;4.61;0.61;184.6;102.8;104.2;11.03;2.367;0.09;181.5;-1.44;-1.44;118;7.78;-57;12.154;2.238;6.02;0
6/19/2024;16:22:33;0;greeenland;-0.24;6.51;137;1.708;4.61;0.61;184.7;102.8;104.1;11.03;2.428;0.09;181.6;-1.44;-1.44;118;7.78;-57.1;12.153;2.344;6.02;0
6/19/2024;16:22:35;0;greeenland;-0.22;6.56;137;2.506;4.63;0.62;184.7;102.8;104.1;11.03;3.563;0.09;181.6;-1.45;-1.45;118;7.78;-57.2;12.152;2.46;6.02;0
6/19/2024;16:22:37;0;greeenland;-0.2;6.62;137.1;2.559;4.64;0.62;184.8;102.7;104.1;11.03;3.638;0.09;181.7;-1.47;-1.47;118;7.79;-57.3;12.15;2.543;6.02;0
6/19/2024;16:22:39;0;greeenland;-0.18;6.67;137.1;2.614;4.63;0.62;184.8;102.7;104.1;11.03;3.716;0.09;181.7;-1.46;-1.46;118;7.79;-57.5;12.148;2.634;6.02;0
6/19/2024;16:22:41;0;greeenland;-0.17;6.71;137.1;2.663;4.63;0.62;184.9;102.7;104.1;11.03;3.787;0.09;181.8;-1.48;-1.48;118;7.79;-57.6;12.143;2.723;6.02;0
6/19/2024;16:22:43;0;greeenland;-0.14;6.81;137.2;2.718;4.65;0.62;185;102.7;104;11.02;3.864;0.09;181.8;-1.48;-1.48;118;7.79;-57.8;12.137;2.832;6.02;0
6/19/2024;16:22:45;0;greeenland;-0.13;6.83;137.2;2.762;4.65;0.62;185;102.6;104;11.02;3.927;0.09;181.9;-1.48;-1.48;118;7.8;-57.9;12.129;2.898;6.02;0
6/19/2024;16:22:47;0;greeenland;-0.11;6.89;137.2;2.805;4.66;0.63;185.1;102.6;104;11.02;3.988;0.09;181.9;-1.46;-1.46;118;7.8;-58.1;12.122;2.979;6.02;0
6/19/2024;16:22:49;0;greeenland;-0.11;6.9;137.2;2.846;4.68;0.64;185.1;102.6;104;11.02;4.047;0.09;182;-1.46;-1.46;118;7.8;-58.2;12.111;3.068;6.02;0
6/19/2024;16:22:51;0;greeenland;-0.11;6.91;137.1;2.893;4.73;0.65;185.2;102.6;103.9;11.02;4.113;0.09;182.1;-1.45;-1.45;118;7.81;-58.5;12.081;3.191;6.02;0
6/19/2024;16:22:53;0;greeenland;-0.12;6.86;137.1;2.935;4.77;0.67;185.3;102.5;103.9;11.03;4.173;0.09;182.1;-1.45;-1.45;118;7.81;-58.7;12.047;3.236;6.02;0
6/19/2024;16:22:55;0;greeenland;-0.07;7.01;137;2.978;4.81;0.68;185.3;102.5;103.9;11.03;4.235;0.09;182.2;-1.43;-1.43;118;7.82;-59;12.012;3.319;6.02;0
6/19/2024;16:22:57;0;greeenland;-0.08;6.97;136.9;3.017;4.85;0.69;185.4;102.5;103.8;11.04;4.29;0.09;182.3;-1.43;-1.43;118;7.82;-59.4;11.977;3.386;6.02;0
6/19/2024;16:22:59;0;greeenland;-0.08;6.99;136.8;3.054;4.89;0.71;185.5;102.5;103.9;11.05;4.343;0.09;182.3;-1.42;-1.42;119;7.83;-59.7;11.942;3.456;6.02;0
6/19/2024;16:23:01;0;greeenland;-0.09;6.96;136.8;3.097;4.93;0.72;185.6;102.5;103.8;11.06;4.403;0.09;182.4;-1.42;-1.42;119;7.83;-60.1;11.9;3.538;6.02;0
6/19/2024;16:23:03;0;greeenland;-0.07;7.02;136.7;3.132;4.95;0.72;185.6;102.5;103.9;11.07;4.453;0.09;182.5;-1.42;-1.42;119;7.84;-60.4;11.869;3.582;6.02;0
6/19/2024;16:23:05;0;greeenland;-0.06;7.05;136.7;3.171;4.98;0.74;185.7;102.6;104;11.09;4.509;0.09;182.5;-1.43;-1.43;119;7.85;-60.8;11.856;3.653;6.02;0
6/19/2024;16:23:07;0;greeenland;-0.06;7.04;136.7;3.206;5.01;0.74;185.7;102.7;104;11.1;4.558;0.09;182.5;-1.41;-1.41;119;7.85;-61.2;11.84;3.715;6.02;0
6/19/2024;16:23:09;0;greeenland;-0.01;7.19;136.6;3.243;5.03;0.75;185.7;102.7;104.1;11.11;4.611;0.09;182.6;-1.42;-1.42;119;7.86;-61.5;11.823;3.798;6.02;0
6/19/2024;16:23:11;0;greeenland;0.02;7.29;136.6;3.278;5.02;0.75;185.8;102.7;104.1;11.11;4.661;0.09;182.6;-1.41;-1.41;119;7.87;-61.9;11.805;3.853;6.02;0
6/19/2024;16:23:13;0;greeenland;0.06;7.4;136.5;3.315;5.02;0.75;185.8;102.7;104.1;11.12;4.713;0.09;182.6;-1.41;-1.41;119;7.87;-62.1;11.791;3.908;6.02;0
6/19/2024;16:23:15;0;greeenland;0.08;7.47;136.5;3.347;5.01;0.75;185.7;102.7;104.1;11.12;4.759;0.09;182.6;-1.39;-1.39;119;7.88;-62.4;11.782;3.973;6.02;0
6/19/2024;16:23:17;0;greeenland;0.09;7.5;136.4;3.414;5.01;0.74;185.7;102.7;104;11.12;4.855;0.09;182.5;-1.39;-1.39;119;7.88;-62.5;11.775;4.048;6.02;0
6/19/2024;16:23:19;0;greeenland;0.11;7.58;136.4;3.484;5;0.74;185.7;102.6;104;11.11;4.954;0.09;182.5;-1.39;-1.39;119;7.88;-62.6;11.769;4.11;6.02;0
6/19/2024;16:23:21;0;greeenland;0.11;7.56;136.4;3.559;5.01;0.74;185.7;102.5;103.9;11.11;5.06;0.09;182.5;-1.39;-1.39;119;7.88;-62.7;11.765;4.165;6.02;0
6/19/2024;16:23:23;0;greeenland;0.09;7.5;136.4;3.593;5.02;0.75;185.7;102.5;103.9;11.1;5.108;0.09;182.5;-1.39;-1.39;119;7.88;-62.7;11.768;3.301;6.02;0
6/19/2024;16:23:25;0;greeenland;0.05;7.39;136.4;1.599;4.99;0.74;185.6;102.5;103.9;11.1;2.274;0.09;182.4;-1.39;-1.39;119;7.88;-62.8;11.787;1.926;6.02;0
6/19/2024;16:23:27;0;greeenland;0.01;7.26;136.4;0.682;4.95;0.72;185.4;102.7;104.1;11.11;0.97;0.09;182.2;-1.39;-1.39;118;7.88;-62.8;11.844;0.605;6.02;0
6/19/2024;16:23:29;0;greeenland;-0.03;7.13;25.1;0.147;4.92;0.71;34.1;102.9;104.2;11.11;0.208;0.01;33.5;-1.36;-1.36;22;7.88;-62.8;11.899;-0.021;6.01;0
6/19/2024;16:23:31;0;greeenland;-0.04;7.1;5;0.033;5.08;0.77;6.7;102.8;104.1;11.1;0.047;0;6.6;-1.11;-1.11;4;7.46;-38.9;11.868;-0.045;6.01;0
6/19/2024;16:23:33;0;greeenland;-0.05;7.09;4.8;0.003;5.25;0.83;6.5;102.5;103.9;11.09;0.004;0;6.4;-0.81;-0.81;4;7.24;-26.3;11.795;-0.051;6.01;0
6/19/2024;16:23:35;0;greeenland;-0.04;7.12;4.7;-0.01;5.35;0.86;6.4;102.2;103.6;11.09;-0.014;0;6.3;-0.49;-0.49;4;7.32;-30.9;11.679;-0.051;6.01;0
6/19/2024;16:23:37;0;greeenland;0;7.23;4.2;-0.019;5.41;0.88;5.7;102;103.4;11.09;-0.027;0;5.6;-0.13;-0.13;4;7.3;-30;11.579;-0.054;6.01;0
6/19/2024;16:23:39;0;greeenland;0.03;7.32;3.8;-0.023;5.48;0.9;5.3;101.7;103.1;11.09;-0.032;0;5.2;0.22;0.22;3;7.27;-28.2;11.46;-0.044;6.01;0
6/19/2024;16:23:41;0;greeenland;-0.01;7.21;3.6;-0.027;5.52;0.91;4.9;101.4;102.8;11.09;-0.039;0;4.8;0.56;0.56;3;7.27;-28.2;11.329;-0.052;6.01;0
6/19/2024;16:23:43;0;greeenland;0.01;7.26;3.3;-0.03;5.68;0.97;4.6;101.2;102.6;11.1;-0.043;0;4.5;0.93;0.93;3;7.01;-13.8;11.222;-0.053;6.01;0
6/19/2024;16:23:45;0;greeenland;0;7.24;3.6;-0.033;5.67;0.96;4.9;101.3;102.7;11.12;-0.047;0;4.8;1.27;1.27;3;6.91;-8;11.191;-0.049;6.01;0
6/19/2024;16:23:47;0;greeenland;0.01;7.27;3.7;-0.034;41.37;12.86;5.1;101.5;102.9;11.14;-0.049;0;5;1.58;1.58;3;6.88;-6;11.21;-0.05;6.01;0
6/19/2024;16:23:49;0;greeenland;0.04;7.36;4;-0.036;5.27;0.83;5.5;101.6;103;11.14;-0.051;0;5.4;1.61;1.61;4;6.83;-3.4;11.254;-0.051;6.01;0
6/19/2024;16:23:51;0;greeenland;0.06;7.41;4.4;-0.037;5.93;1.05;6.1;101.6;103;11.14;-0.053;0;6;1.62;1.62;4;6.82;-3.1;11.291;-0.05;6.01;0
6/19/2024;16:23:53;0;greeenland;0.04;7.36;4.9;-0.038;6.54;1.26;6.7;101.6;103;11.13;-0.054;0;6.6;1.64;1.64;4;6.82;-2.7;11.315;-0.054;6.01;0
6/19/2024;16:23:55;0;greeenland;0.04;7.35;5.3;-0.039;6.66;1.29;7.3;101.6;102.9;11.11;-0.055;0;7.2;1.64;1.64;5;6.8;-1.7;11.336;-0.05;6.01;0
6/19/2024;16:23:57;0;greeenland;0.05;7.39;5.7;-0.04;6.69;1.31;7.9;101.5;102.8;11.1;-0.056;0;7.7;1.62;1.62;5;6.66;6.3;11.375;-0.05;6.01;0
6/19/2024;16:23:59;0;greeenland;0.05;7.38;5.7;-0.04;6.69;1.31;7.8;101.4;102.7;11.08;-0.057;0;7.6;1.62;1.62;5;6.61;9;11.405;-0.051;6.01;0
6/19/2024;16:24:01;0;greeenland;0.05;7.4;5.6;-0.041;6.69;1.3;7.7;101.3;102.6;11.06;-0.058;0;7.6;1.62;1.62;5;6.59;10.3;11.414;-0.056;6.01;0
6/19/2024;16:24:03;0;greeenland;0.07;7.45;5.5;-0.041;6.7;1.31;7.6;101.2;102.5;11.05;-0.059;0;7.5;1.61;1.61;5;6.59;10.1;11.408;-0.043;6.01;0
6/19/2024;16:24:05;0;greeenland;0.09;7.51;5.5;-0.047;6.7;1.31;7.6;101.1;102.4;11.05;-0.067;0;7.4;1.61;1.61;5;6.59;10.3;11.395;-0.053;6.01;0
6/19/2024;16:24:07;0;greeenland;0.1;7.54;5.5;-0.05;6.72;1.31;7.5;101;102.4;11.04;-0.071;0;7.4;1.62;1.62;5;6.58;10.5;11.381;-0.046;6.01;0
6/19/2024;16:24:09;0;greeenland;0.11;7.56;5.4;-0.05;6.73;1.32;7.5;101;102.3;11.04;-0.072;0;7.4;1.58;1.58;5;6.58;10.5;11.369;-0.058;6.01;0
6/19/2024;16:24:11;0;greeenland;0.07;7.45;5.4;-0.05;6.75;1.33;7.5;100.9;102.3;11.04;-0.072;0;7.3;1.59;1.59;5;6.58;10.8;11.355;-0.042;6.01;0
6/19/2024;16:24:13;0;greeenland;0.04;7.37;5.4;-0.051;6.76;1.33;7.5;100.9;102.3;11.04;-0.072;0;7.3;1.59;1.59;5;6.57;11.1;11.343;-0.057;6.01;0
6/19/2024;16:24:15;0;greeenland;0.05;7.37;5.4;-0.05;6.76;1.33;7.5;100.9;102.2;11.04;-0.071;0;7.3;1.61;1.61;5;6.57;11.4;11.333;-0.043;6.01;0
6/19/2024;16:24:17;0;greeenland;0.04;7.36;5.4;-0.051;6.76;1.33;7.5;100.9;102.2;11.04;-0.072;0;7.3;1.61;1.61;5;6.56;11.7;11.323;-0.046;6.01;0
6/19/2024;16:24:19;0;greeenland;0.04;7.34;5.4;-0.05;6.79;1.34;7.5;100.8;102.2;11.04;-0.072;0;7.3;1.61;1.61;5;6.56;12;11.312;-0.052;6.01;0
6/19/2024;16:24:21;0;greeenland;0.03;7.32;5.4;-0.05;6.81;1.34;7.4;100.8;102.2;11.04;-0.072;0;7.3;1.62;1.62;5;6.55;12.2;11.301;-0.047;6.01;0
6/19/2024;16:24:23;0;greeenland;0.02;7.31;5.4;-0.05;6.82;1.35;7.4;100.8;102.2;11.04;-0.072;0;7.3;1.62;1.62;5;6.55;12.5;11.291;-0.052;6.01;0
6/19/2024;16:24:25;0;greeenland;0.02;7.3;5.4;-0.05;6.83;1.35;7.4;100.8;102.2;11.05;-0.072;0;7.3;1.63;1.63;5;6.54;12.7;11.284;-0.046;6.01;0
6/19/2024;16:24:27;0;greeenland;0;7.24;5.4;-0.05;6.83;1.35;7.4;100.8;102.2;11.05;-0.072;0;7.3;1.64;1.64;5;6.53;13.2;11.274;-0.057;6.01;0
6/19/2024;16:24:29;0;greeenland;0.01;7.26;5.4;-0.05;6.83;1.35;7.4;100.8;102.2;11.05;-0.072;0;7.3;1.66;1.66;5;6.53;13.5;11.261;-0.045;6.01;0
6/19/2024;16:24:31;0;greeenland;0.01;7.28;5.4;-0.051;6.85;1.36;7.4;100.8;102.2;11.06;-0.072;0;7.3;1.66;1.66;5;6.52;14;11.246;-0.056;6.01;0
6/19/2024;16:24:33;0;greeenland;0.03;7.32;5.4;-0.051;6.84;1.36;7.4;100.8;102.2;11.06;-0.072;0;7.3;1.68;1.68;5;6.52;14.2;11.231;-0.053;6.01;0
6/19/2024;16:24:35;0;greeenland;0.04;7.36;5.4;-0.051;6.86;1.36;7.4;100.8;102.2;11.06;-0.073;0;7.3;1.68;1.68;5;6.52;14.3;11.216;-0.054;6.01;0
6/19/2024;16:24:37;0;greeenland;0.05;7.37;5.4;-0.051;6.86;1.36;7.4;100.8;102.1;11.06;-0.073;0;7.3;1.7;1.7;5;6.51;14.4;11.203;-0.052;6.01;0
6/19/2024;16:24:39;0;greeenland;0.04;7.36;5.4;-0.051;6.85;1.36;7.4;100.8;102.1;11.07;-0.073;0;7.3;1.72;1.72;5;6.51;14.4;11.19;-0.055;6.01;0
6/19/2024;16:24:41;0;greeenland;0.04;7.34;5.4;-0.051;6.86;1.36;7.4;100.8;102.1;11.07;-0.073;0;7.3;1.73;1.73;5;6.41;20.1;11.182;-0.05;6.01;0
6/19/2024;16:24:43;0;greeenland;0.04;7.36;5.4;-0.052;6.86;1.36;7.4;100.8;102.2;11.07;-0.074;0;7.3;1.74;1.74;5;6.38;21.8;11.179;-0.052;6.01;0
6/19/2024;16:24:45;0;greeenland;0.04;7.35;5.3;-0.052;6.86;1.36;7.4;100.8;102.2;11.08;-0.074;0;7.3;1.74;1.74;5;6.34;24.1;11.176;-0.055;6.01;0
6/19/2024;16:24:47;0;greeenland;0.04;7.35;5.3;-0.052;6.85;1.36;7.4;100.9;102.2;11.08;-0.074;0;7.3;1.76;1.76;5;6.34;24.3;11.174;-0.048;6.01;0
6/19/2024;16:24:49;0;greeenland;0.08;7.48;5.3;-0.052;6.86;1.36;7.4;100.9;102.2;11.08;-0.074;0;7.3;1.76;1.76;5;6.34;24;11.171;-0.053;6.01;0
6/19/2024;16:24:51;0;greeenland;0.07;7.44;5.3;-0.052;6.85;1.36;7.4;100.9;102.2;11.08;-0.074;0;7.3;1.75;1.75;5;6.36;23.4;11.169;-0.052;6.01;0
6/19/2024;16:24:53;0;greeenland;0.08;7.48;5.3;-0.052;6.85;1.36;7.4;100.9;102.2;11.08;-0.075;0;7.3;1.75;1.75;5;6.47;17;11.168;-0.054;6.01;0
6/19/2024;16:24:55;0;greeenland;0.1;7.54;5.3;-0.052;6.84;1.35;7.4;100.9;102.2;11.08;-0.074;0;7.2;1.74;1.74;5;6.42;19.9;11.166;-0.05;6.01;0
6/19/2024;16:24:57;0;greeenland;0.11;7.59;5.3;-0.053;6.84;1.36;7.4;100.9;102.2;11.08;-0.075;0;7.2;1.72;1.72;5;6.42;19.7;11.163;-0.056;6.01;0
