Time_seq,Hour,Pond,Treatment,Chlorophyll_RFU,Cond_uScm,BGAPC_RFU,ODO_mgL,pH,fDOM_RFU,SpCond_uScm,Temp_C
6,2,B2P3,D,3.54,34.3,-0.71,11.87,6.84,2.15,53.6,6.17
6,3,B2P3,D,3.48,34.3,-0.75,11.86,6.84,2.15,53.6,6.19
6,4,B2P3,D,3.53,34.3,-0.73,11.86,6.83,2.16,53.6,6.15
6,5,B2P3,D,3.52,34.3,-0.71,11.85,6.83,2.16,53.6,6.15
6,6,B2P3,D,3.59,34.23,-0.72,11.84,6.82,2.17,53.51,6.14
6,7,B2P3,D,3.2,34.2,-0.83,11.84,6.81,2.18,53.5,6.11
6,8,B2P3,D,2.21,34.2,-0.92,11.85,6.82,2.17,53.5,6.1
6,9,B2P3,D,1.51,34.2,-0.99,11.85,6.82,2.16,53.5,6.1
6,10,B2P3,D,1.25,34.2,-1.01,11.87,6.82,2.15,53.5,6.11
6,11,B2P3,D,0.95,34.2,-1.02,11.89,6.83,2.14,53.41,6.13
6,12,B2P3,D,0.86,34.2,-1.04,11.91,6.83,2.14,53.4,6.15
6,13,B2P3,D,0.83,34.21,-1.04,11.93,6.84,2.12,53.4,6.17
6,14,B2P3,D,0.74,34.3,-1.06,11.93,6.84,2.09,53.4,6.24
6,15,B2P3,D,0.67,34.38,-1.07,11.95,6.85,2.08,53.43,6.34
6,16,B2P3,D,0.84,34.4,-1.04,11.96,6.86,2.07,53.4,6.39
6,17,B2P3,D,1.4,34.4,-0.99,11.97,6.86,2.08,53.4,6.4
6,18,B2P3,D,2.41,34.4,-0.91,11.98,6.87,2.08,53.42,6.35
6,19,B2P3,D,3.06,34.4,-0.79,11.98,6.87,2.09,53.5,6.31
7,20,B2P3,D,3.19,34.35,-0.76,11.98,6.87,2.1,53.47,6.28
7,21,B2P3,D,3.27,34.24,-0.76,11.99,6.86,2.12,53.4,6.19
7,22,B2P3,D,3.31,34.16,-0.74,11.99,6.85,2.13,53.4,6.13
7,23,B2P3,D,3.34,34.1,-0.74,11.99,6.85,2.14,53.49,6.05
7,,B2P3,D,3.25,34.1,-0.77,11.99,6.84,2.15,53.5,6.03
7,0,B2P3,D,3.37,34.1,-0.75,11.98,6.84,2.15,53.5,6.01
7,1,B2P3,D,3.36,34.06,-0.76,11.96,6.84,2.17,53.5,5.96
7,2,B2P3,D,3.4,34,-0.74,11.95,6.83,2.16,53.5,5.92
0,20,B2P4,NF,0.45,40.45,-0.21,10.92,6.63,3.87,59.58,8.19
0,21,B2P4,NF,0.34,40.16,-0.2,10.89,6.63,3.92,59.25,8.13
0,22,B2P4,NF,0.38,40.12,-0.21,10.87,6.63,3.95,59.27,8.1
0,23,B2P4,NF,0.36,40.2,-0.22,10.86,6.62,3.96,59.4,8.07
0,0,B2P4,NF,0.36,40.19,-0.22,10.85,6.62,3.97,59.43,8.04
0,1,B2P4,NF,0.32,40.03,-0.21,10.84,6.62,3.98,59.24,8.02
0,2,B2P4,NF,0.35,40,-0.19,10.84,6.61,3.97,59.21,8.01
0,3,B2P4,NF,0.37,39.95,-0.22,10.82,6.61,3.98,59.23,7.99
0,4,B2P4,NF,0.35,39.91,-0.19,10.83,6.6,3.98,59.22,7.97
0,5,B2P4,NF,0.33,39.9,-0.23,10.83,6.6,3.97,59.19,7.95
0,6,B2P4,NF,0.33,39.9,-0.21,10.84,6.61,3.97,59.17,7.94
0,7,B2P4,NF,0.35,39.86,-0.21,10.84,6.6,3.97,59.14,7.92
0,8,B2P4,NF,0.33,39.8,-0.22,10.84,6.6,3.97,59.1,7.92
0,9,B2P4,NF,0.25,39.84,-0.23,10.84,6.61,3.95,59.14,7.93
0,10,B2P4,NF,0.19,39.94,-0.24,10.86,6.61,3.92,59.16,7.99
0,11,B2P4,NF,0.17,40.07,-0.23,10.88,6.61,3.89,59.17,8.1
0,12,B2P4,NF,0.17,39.93,-0.25,10.89,6.61,3.92,59.02,8.08
0,13,B2P4,NF,0.17,40.16,-0.23,10.92,6.61,3.87,59.09,8.22
0,14,B2P4,NF,0.2,40.39,-0.23,10.95,6.63,3.82,59.04,8.46
0,15,B2P4,NF,0.19,40.66,-0.24,10.96,6.62,3.62,58.67,8.93
0,16,B2P4,NF,0.25,40.98,-0.24,11,6.64,3.62,59.05,8.98
0,17,B2P4,NF,0.27,40.49,-0.24,10.97,6.64,3.72,58.98,8.59
0,18,B2P4,NF,0.29,40.42,-0.23,10.97,6.64,3.72,58.97,8.51
0,19,B2P4,NF,0.37,40.47,-0.23,11.02,6.65,3.69,58.92,8.62
1,20,B2P4,NF,0.4,40.24,-0.2,11.04,6.64,3.7,58.64,8.57
1,21,B2P4,NF,0.39,40.18,-0.21,11.02,6.64,3.73,58.75,8.45
1,22,B2P4,NF,0.39,40.05,-0.19,11.02,6.64,3.75,58.71,8.37
1,23,B2P4,NF,0.38,40,-0.2,11.02,6.64,3.76,58.74,8.3
1,0,B2P4,NF,0.4,39.99,-0.21,11.01,6.63,3.78,58.8,8.26
1,1,B2P4,NF,0.4,39.86,-0.21,11,6.63,3.81,58.68,8.21
1,2,B2P4,NF,0.42,39.66,-0.21,10.97,6.62,3.84,58.54,8.11
1,3,B2P4,NF,0.35,39.53,-0.2,10.96,6.62,3.86,58.48,8.03
1,4,B2P4,NF,0.39,39.59,-0.21,10.95,6.62,3.88,58.64,7.99
1,5,B2P4,NF,0.35,39.66,-0.22,10.94,6.62,3.89,58.78,7.96
1,6,B2P4,NF,0.36,39.73,-0.21,10.93,6.61,3.91,58.91,7.96
1,7,B2P4,NF,0.35,39.58,-0.2,10.9,6.6,3.94,58.71,7.94
1,8,B2P4,NF,0.34,39.5,-0.21,10.89,6.6,3.94,58.68,7.9
1,9,B2P4,NF,0.36,39.5,-0.22,10.88,6.59,3.94,58.67,7.91
1,10,B2P4,NF,0.29,39.5,-0.21,10.89,6.59,3.93,58.64,7.89
1,11,B2P4,NF,0.26,39.5,-0.23,10.91,6.6,3.9,58.61,7.91
1,12,B2P4,NF,0.24,39.5,-0.21,10.9,6.6,3.89,58.6,7.94
1,13,B2P4,NF,0.23,39.54,-0.23,10.9,6.6,3.86,58.6,7.99
1,14,B2P4,NF,0.23,39.68,-0.23,10.92,6.61,3.83,58.69,8.06
1,15,B2P4,NF,0.26,39.87,-0.22,10.98,6.61,3.78,58.54,8.3
1,16,B2P4,NF,0.3,39.89,-0.24,10.99,6.61,3.71,58.48,8.36
1,17,B2P4,NF,0.38,40.04,-0.22,11.02,6.62,3.71,58.65,8.39
1,18,B2P4,NF,0.35,39.74,-0.23,10.99,6.62,3.83,58.57,8.17
1,19,B2P4,NF,0.31,39.89,-0.23,11,6.63,3.8,58.75,8.2
2,20,B2P4,NF,0.32,39.69,-0.22,11,6.62,3.82,58.54,8.16
2,21,B2P4,NF,0.33,39.73,-0.21,11.03,6.63,3.8,58.54,8.18
2,22,B2P4,NF,0.34,39.64,-0.22,11.03,6.62,3.81,58.44,8.16
2,23,B2P4,NF,0.37,39.6,-0.22,11.03,6.62,3.81,58.4,8.13
2,0,B2P4,NF,0.32,39.6,-0.21,11.02,6.62,3.81,58.4,8.11
2,1,B2P4,NF,0.43,39.51,-0.2,11.01,6.62,3.82,58.4,8.07
2,2,B2P4,NF,0.38,39.5,-0.21,11.01,6.61,3.83,58.4,8.06
2,3,B2P4,NF,0.31,39.41,-0.22,11,6.61,3.84,58.34,8.02
2,4,B2P4,NF,0.33,39.4,-0.21,10.99,6.61,3.86,58.3,8
2,5,B2P4,NF,0.35,39.34,-0.21,10.98,6.61,3.87,58.3,7.97
2,6,B2P4,NF,0.38,39.3,-0.22,10.97,6.6,3.88,58.28,7.95
2,7,B2P4,NF,0.36,39.21,-0.22,10.95,6.6,3.9,58.21,7.92
2,8,B2P4,NF,0.39,39.19,-0.24,10.95,6.59,3.9,58.12,7.89
2,9,B2P4,NF,0.35,39.2,-0.21,10.95,6.59,3.9,58.25,7.88
2,10,B2P4,NF,0.33,39.17,-0.22,10.96,6.59,3.89,58.2,7.87
2,11,B2P4,NF,0.3,39,-0.24,10.96,6.59,3.89,57.95,7.87
2,12,B2P4,NF,0.28,38.97,-0.25,10.98,6.59,3.89,57.87,7.87
2,13,B2P4,NF,0.28,39.06,-0.22,10.99,6.59,3.88,58.04,7.87
2,14,B2P4,NF,0.26,39.15,-0.23,11.01,6.6,3.88,58.14,7.9
2,15,B2P4,NF,0.24,39.18,-0.21,11.02,6.6,3.86,58.11,7.94
2,16,B2P4,NF,0.3,39.09,-0.23,11.04,6.6,3.83,57.88,8.01
2,17,B2P4,NF,0.32,38.97,-0.23,11.09,6.61,3.88,57.74,7.99
2,18,B2P4,NF,0.35,38.86,-0.23,11.08,6.6,3.89,57.69,7.91
2,19,B2P4,NF,0.42,38.8,-0.2,11.07,6.6,3.9,57.75,7.84
3,20,B2P4,NF,0.4,38.8,-0.19,11.06,6.6,3.91,57.8,7.8
3,21,B2P4,NF,0.43,38.8,-0.22,11.06,6.6,3.92,57.8,7.77
3,22,B2P4,NF,0.42,38.8,-0.22,11.04,6.59,3.92,57.8,7.78
3,23,B2P4,NF,0.4,38.73,-0.19,11.04,6.59,3.93,57.8,7.75
3,0,B2P4,NF,0.38,38.73,-0.19,11.04,6.59,3.93,57.81,7.72
3,1,B2P4,NF,0.42,38.83,-0.18,11.03,6.59,3.94,57.94,7.73
3,2,B2P4,NF,0.39,38.91,-0.2,11.04,6.59,3.94,58.12,7.72
3,3,B2P4,NF,0.31,38.9,-0.2,11.04,6.59,3.94,58.1,7.69
3,4,B2P4,NF,0.34,38.9,-0.21,11.03,6.59,3.94,58.1,7.68
3,5,B2P4,NF,0.36,38.85,-0.2,11.02,6.58,3.95,58.1,7.66
3,6,B2P4,NF,0.37,38.8,-0.19,11.01,6.58,3.95,58.1,7.65
3,7,B2P4,NF,0.35,38.8,-0.2,11,6.58,3.96,58.07,7.63
3,8,B2P4,NF,0.33,38.79,-0.22,11,6.58,3.96,58,7.62
3,9,B2P4,NF,0.33,38.71,-0.21,11.01,6.58,3.95,58,7.61
3,10,B2P4,NF,0.27,38.75,-0.22,11.02,6.58,3.94,58,7.61
3,11,B2P4,NF,0.23,38.84,-0.21,11.04,6.58,3.91,58,7.68
3,12,B2P4,NF,0.16,39.06,-0.24,11.07,6.59,3.83,58,7.9
3,13,B2P4,NF,0.21,39.23,-0.25,11.11,6.59,3.8,58,8.03
3,14,B2P4,NF,0.23,39.32,-0.24,11.12,6.6,3.75,58,8.1
3,15,B2P4,NF,0.27,39.23,-0.25,11.13,6.6,3.73,58,8.05
3,16,B2P4,NF,0.31,39.19,-0.23,11.14,6.6,3.75,58,8.02
3,17,B2P4,NF,0.35,39.19,-0.2,11.17,6.61,3.72,58,8
3,18,B2P4,NF,0.35,39.29,-0.23,11.26,6.62,3.75,58.1,8.07
3,19,B2P4,NF,0.39,39.15,-0.23,11.26,6.62,3.81,58,7.98
4,20,B2P4,NF,0.32,39.04,-0.2,11.21,6.62,3.85,58,7.85
4,21,B2P4,NF,0.35,38.89,-0.23,11.17,6.61,3.87,58,7.75
4,22,B2P4,NF,0.33,38.8,-0.21,11.1,6.59,3.92,58,7.69
4,23,B2P4,NF,0.31,38.75,-0.2,11.08,6.59,3.95,58,7.63
4,0,B2P4,NF,0.34,38.7,-0.19,11.08,6.58,3.94,58,7.57
4,1,B2P4,NF,0.38,38.6,-0.21,11.1,6.59,3.93,58,7.54
4,2,B2P4,NF,0.38,38.6,-0.2,11.11,6.59,3.93,58,7.52
4,3,B2P4,NF,0.41,38.56,-0.22,11.1,6.59,3.94,58,7.47
4,4,B2P4,NF,0.38,38.5,-0.18,11.1,6.58,3.94,58,7.45
4,5,B2P4,NF,0.36,38.5,-0.2,11.09,6.58,3.94,57.95,7.41
4,6,B2P4,NF,0.4,38.42,-0.18,11.09,6.58,3.95,57.92,7.37
4,7,B2P4,NF,0.35,38.4,-0.2,11.09,6.58,3.95,58,7.33
4,8,B2P4,NF,0.27,38.4,-0.21,11.09,6.58,3.95,58,7.31
4,9,B2P4,NF,0.3,38.4,-0.22,11.1,6.58,3.94,58,7.3
4,10,B2P4,NF,0.2,38.4,-0.21,11.11,6.58,3.92,58,7.33
4,11,B2P4,NF,0.18,38.4,-0.22,11.13,6.58,3.87,57.9,7.39
4,12,B2P4,NF,0.19,38.41,-0.22,11.13,6.59,3.9,57.9,7.37
4,13,B2P4,NF,0.2,38.67,-0.24,11.19,6.59,3.83,57.9,7.59
4,14,B2P4,NF,0.23,38.79,-0.21,11.18,6.59,3.81,58,7.63
4,15,B2P4,NF,0.24,38.8,-0.24,11.18,6.6,3.77,58,7.65
4,16,B2P4,NF,0.3,38.8,-0.21,11.21,6.6,3.71,57.97,7.74
4,17,B2P4,NF,0.3,38.82,-0.23,11.23,6.6,3.73,57.92,7.69
4,18,B2P4,NF,0.37,38.76,-0.22,11.26,6.61,3.77,57.9,7.64
4,19,B2P4,NF,0.31,38.64,-0.22,11.26,6.61,3.8,57.9,7.57
5,20,B2P4,NF,0.37,38.59,-0.22,11.26,6.6,3.79,57.9,7.52
5,21,B2P4,NF,0.3,38.5,-0.23,11.25,6.6,3.83,57.9,7.45
5,22,B2P4,NF,0.39,38.5,-0.21,11.24,6.6,3.84,57.9,7.42
5,23,B2P4,NF,0.34,38.43,-0.22,11.23,6.6,3.86,57.9,7.39
5,0,B2P4,NF,0.35,38.4,-0.2,11.22,6.6,3.86,57.9,7.36
5,1,B2P4,NF,0.34,38.4,-0.21,11.2,6.59,3.88,57.9,7.34
5,2,B2P4,NF,0.35,38.38,-0.19,11.18,6.59,3.9,57.9,7.32
5,3,B2P4,NF,0.34,38.3,-0.18,11.17,6.59,3.92,57.9,7.3
5,4,B2P4,NF,0.37,38.3,-0.18,11.16,6.58,3.94,57.9,7.28
5,5,B2P4,NF,0.35,38.3,-0.19,11.15,6.58,3.94,57.9,7.25
5,6,B2P4,NF,0.39,38.2,-0.16,11.14,6.58,3.96,57.9,7.23
5,7,B2P4,NF,0.34,38.2,-0.21,11.15,6.58,3.95,57.9,7.21
5,8,B2P4,NF,0.32,38.2,-0.19,11.16,6.58,3.94,57.9,7.2
5,9,B2P4,NF,0.3,38.2,-0.21,11.16,6.58,3.93,57.9,7.2
5,10,B2P4,NF,0.27,38.22,-0.2,11.17,6.58,3.9,57.9,7.22
5,11,B2P4,NF,0.26,38.3,-0.2,11.19,6.58,3.87,57.9,7.27
5,12,B2P4,NF,0.29,38.3,-0.2,11.2,6.59,3.87,57.9,7.29
5,13,B2P4,NF,0.3,38.3,-0.2,11.2,6.59,3.9,57.9,7.27
5,14,B2P4,NF,0.29,38.3,-0.21,11.21,6.59,3.9,57.9,7.28
5,15,B2P4,NF,0.3,38.3,-0.2,11.22,6.6,3.86,57.9,7.32
5,16,B2P4,NF,0.33,38.3,-0.21,11.27,6.6,3.84,57.86,7.36
5,17,B2P4,NF,0.38,38.29,-0.21,11.26,6.6,3.85,57.8,7.33
5,18,B2P4,NF,0.43,38.2,-0.18,11.26,6.6,3.84,57.75,7.3
5,19,B2P4,NF,0.37,38.2,-0.21,11.25,6.59,3.84,57.7,7.28
6,20,B2P4,NF,0.4,38.2,-0.18,11.25,6.59,3.86,57.7,7.25
6,21,B2P4,NF,0.37,38.1,-0.19,11.24,6.59,3.87,57.7,7.24
6,22,B2P4,NF,0.42,38.1,-0.18,11.24,6.59,3.87,57.7,7.23
6,23,B2P4,NF,0.35,38.1,-0.18,11.22,6.59,3.89,57.7,7.21
6,0,B2P4,NF,0.41,38.1,-0.2,11.22,6.58,3.91,57.7,7.19
6,1,B2P4,NF,0.38,38.1,-0.18,11.22,6.58,3.92,57.73,7.17
6,2,B2P4,NF,0.35,38.1,-0.2,11.21,6.58,3.92,57.79,7.14
6,3,B2P4,NF,0.38,38.1,-0.18,11.19,6.57,3.94,57.8,7.16
6,4,B2P4,NF,0.38,38.05,-0.19,11.19,6.57,3.94,57.8,7.14
6,5,B2P4,NF,0.34,38,-0.2,11.2,6.57,3.94,57.74,7.12
6,6,B2P4,NF,0.37,37.99,-0.18,11.2,6.57,3.95,57.7,7.1
6,7,B2P4,NF,0.37,37.88,-0.17,11.21,6.57,3.96,57.65,7.05
6,8,B2P4,NF,0.32,37.9,-0.21,11.21,6.57,3.96,57.6,7.04
6,9,B2P4,NF,0.28,37.9,-0.18,11.21,6.57,3.94,57.6,7.08
6,10,B2P4,NF,0.27,37.9,-0.2,11.23,6.57,3.93,57.6,7.06
6,11,B2P4,NF,0.26,37.9,-0.22,11.23,6.57,3.92,57.6,7.09
6,12,B2P4,NF,0.23,37.9,-0.22,11.25,6.57,3.91,57.6,7.09
6,13,B2P4,NF,0.22,37.94,-0.21,11.26,6.57,3.89,57.6,7.13
6,14,B2P4,NF,0.25,38.03,-0.21,11.28,6.58,3.87,57.6,7.17
6,15,B2P4,NF,0.23,38.1,-0.21,11.31,6.58,3.85,57.6,7.23
6,16,B2P4,NF,0.26,38.1,-0.21,11.32,6.59,3.83,57.6,7.25
6,17,B2P4,NF,0.35,38.16,-0.2,11.42,6.6,3.89,57.63,7.31
6,18,B2P4,NF,0.37,38.14,-0.2,11.46,6.61,3.94,57.69,7.27
6,19,B2P4,NF,0.32,38,-0.2,11.34,6.59,3.92,57.69,7.15
7,20,B2P4,NF,0.35,37.96,-0.17,11.34,6.59,3.92,57.62,7.11
7,21,B2P4,NF,0.38,37.88,-0.17,11.32,6.58,3.92,57.6,7.06
7,22,B2P4,NF,0.42,37.8,-0.18,11.32,6.58,3.93,57.6,7
7,23,B2P4,NF,0.47,37.8,-0.16,11.31,6.58,3.94,57.62,7.01
7,0,B2P4,NF,0.36,37.8,-0.18,11.3,6.58,3.94,57.7,6.97
7,1,B2P4,NF,0.36,37.8,-0.17,11.3,6.58,3.95,57.7,6.95
7,2,B2P4,NF,0.34,37.73,-0.19,11.3,6.58,3.95,57.7,6.9
0,20,B3P0,NF,-0.12,48.37,-0.27,10.87,6.58,1.67,73.3,7.2
0,21,B3P0,NF,-0.07,48.2,-0.27,10.87,6.58,1.68,73.15,7.14
0,22,B3P0,NF,-0.1,48.19,-0.28,10.88,6.59,1.69,73.26,7.08
0,23,B3P0,NF,-0.13,48.2,-0.28,10.88,6.59,1.69,73.44,7.05
0,,B3P0,NF,-0.1,,-0.33,10.88,6.59,1.67,73.5,7.04
0,0,B3P0,NF,-0.1,48.17,-0.28,10.87,6.59,1.7,73.39,7.03
0,1,B3P0,NF,-0.07,48.16,-0.26,10.86,6.58,1.7,73.38,7.01
0,2,B3P0,NF,-0.08,48.14,-0.27,10.86,6.58,1.7,73.36,7
0,3,B3P0,NF,-0.09,47.99,-0.27,10.86,6.58,1.71,73.25,6.94
0,4,B3P0,NF,-0.11,48.02,-0.29,10.85,6.58,1.71,73.34,6.92
0,5,B3P0,NF,-0.1,47.91,-0.28,10.85,6.58,1.71,73.23,6.89
0,6,B3P0,NF,-0.11,47.93,-0.27,10.84,6.58,1.71,73.37,6.88
0,7,B3P0,NF,-0.12,47.9,-0.28,10.84,6.58,1.72,73.3,6.86
0,8,B3P0,NF,-0.13,47.9,-0.27,10.84,6.58,1.72,73.3,6.84
0,9,B3P0,NF,-0.16,47.93,-0.29,10.84,6.58,1.69,73.33,6.86
0,10,B3P0,NF,-0.18,48.03,-0.28,10.84,6.57,1.68,73.37,6.91
0,11,B3P0,NF,-0.21,48.14,-0.27,10.84,6.57,1.66,73.42,6.98
0,12,B3P0,NF,-0.2,48.27,-0.28,10.84,6.57,1.61,73.25,7.15
0,13,B3P0,NF,-0.18,48.48,-0.25,10.86,6.57,1.58,73.25,7.3
0,14,B3P0,NF,-0.16,48.52,-0.26,10.86,6.57,1.59,73.26,7.32
0,15,B3P0,NF,-0.18,48.43,-0.26,10.88,6.58,1.6,73.1,7.32
0,16,B3P0,NF,-0.17,48.61,-0.27,10.92,6.58,1.58,73.06,7.48
0,17,B3P0,NF,-0.13,48.67,-0.25,10.92,6.59,1.59,73.16,7.48
0,18,B3P0,NF,-0.12,48.68,-0.27,10.92,6.59,1.59,73.17,7.47
0,19,B3P0,NF,-0.11,48.53,-0.26,10.93,6.59,1.61,73.02,7.43
1,20,B3P0,NF,-0.1,48.3,-0.26,10.93,6.58,1.62,72.85,7.35
1,21,B3P0,NF,-0.09,48.27,-0.27,10.92,6.59,1.63,72.79,7.33
1,22,B3P0,NF,-0.09,48.3,-0.27,10.92,6.59,1.64,72.94,7.3
1,23,B3P0,NF,-0.11,48.35,-0.25,10.92,6.59,1.65,73.09,7.28
1,,B3P0,NF,-0.15,48.3,-0.29,10.91,6.59,1.65,73.1,7.26
1,0,B3P0,NF,-0.12,48.39,-0.28,10.91,6.59,1.65,73.22,7.24
1,1,B3P0,NF,-0.07,48.2,-0.26,10.91,6.58,1.66,73.03,7.2
1,2,B3P0,NF,-0.09,48.07,-0.27,10.91,6.58,1.66,72.96,7.14
1,3,B3P0,NF,-0.1,48.15,-0.28,10.9,6.58,1.66,73.02,7.12
1,4,B3P0,NF,-0.08,48.1,-0.27,10.9,6.58,1.67,73.08,7.06
1,5,B3P0,NF,-0.13,48.08,-0.28,10.9,6.58,1.67,73.21,7.03
1,6,B3P0,NF,-0.13,48,-0.28,10.89,6.57,1.67,73.2,6.96
1,7,B3P0,NF,-0.13,47.95,-0.28,10.88,6.57,1.68,73.2,6.94
1,8,B3P0,NF,-0.11,47.86,-0.27,10.88,6.57,1.68,73.17,6.9
1,9,B3P0,NF,-0.15,47.77,-0.29,10.87,6.57,1.68,73.1,6.86
1,10,B3P0,NF,-0.14,47.69,-0.28,10.88,6.56,1.67,73,6.85
1,11,B3P0,NF,-0.16,47.77,-0.27,10.89,6.57,1.65,73.03,6.88
1,12,B3P0,NF,-0.17,47.85,-0.27,10.89,6.57,1.62,73,6.95
1,13,B3P0,NF,-0.16,47.93,-0.27,10.9,6.56,1.61,73,7.02
1,14,B3P0,NF,-0.18,48.03,-0.26,10.9,6.57,1.59,72.99,7.1
1,15,B3P0,NF,-0.18,47.95,-0.29,10.94,6.57,1.61,72.86,7.09
1,16,B3P0,NF,-0.13,48.09,-0.26,10.99,6.58,1.6,72.87,7.2
1,17,B3P0,NF,-0.13,48.23,-0.25,10.96,6.58,1.59,72.93,7.27
1,18,B3P0,NF,-0.11,48.23,-0.27,10.94,6.58,1.59,73.03,7.24
1,19,B3P0,NF,-0.1,48.31,-0.27,10.96,6.58,1.58,72.99,7.35
2,20,B3P0,NF,-0.15,48.28,-0.27,10.96,6.58,1.6,72.94,7.29
2,21,B3P0,NF,-0.13,48.2,-0.26,10.96,6.58,1.61,72.9,7.26
2,22,B3P0,NF,-0.1,48.2,-0.26,10.97,6.58,1.62,72.9,7.23
2,23,B3P0,NF,-0.13,48.2,-0.26,10.97,6.58,1.62,72.9,7.26
2,,B3P0,NF,-0.15,48.2,-0.36,,6.58,,72.9,7.28
2,0,B3P0,NF,-0.13,48.2,-0.26,10.96,6.57,1.62,72.9,7.25
2,1,B3P0,NF,-0.11,48.19,-0.28,10.94,6.57,1.63,72.9,7.23
2,2,B3P0,NF,-0.09,48.09,-0.27,10.94,6.57,1.63,72.84,7.21
2,3,B3P0,NF,-0.1,48,-0.27,10.93,6.57,1.63,72.8,7.18
2,4,B3P0,NF,-0.1,48,-0.27,10.92,6.56,1.64,72.8,7.16
2,5,B3P0,NF,-0.11,47.93,-0.28,10.91,6.56,1.64,72.77,7.13
2,6,B3P0,NF,-0.09,47.81,-0.28,10.9,6.55,1.65,72.66,7.09
2,7,B3P0,NF,-0.09,47.8,-0.27,10.89,6.55,1.65,72.62,7.07
2,8,B3P0,NF,-0.1,47.8,-0.27,10.89,6.55,1.65,72.74,7.06
2,9,B3P0,NF,-0.11,47.8,-0.26,10.89,6.55,1.64,72.78,7.06
2,10,B3P0,NF,-0.12,47.7,-0.27,10.9,6.55,1.64,72.54,7.07
2,11,B3P0,NF,-0.13,47.54,-0.27,10.91,6.54,1.64,72.28,7.08
2,12,B3P0,NF,-0.14,47.41,-0.27,10.92,6.54,1.63,72.06,7.09
2,13,B3P0,NF,-0.14,47.53,-0.28,10.95,6.55,1.63,72.17,7.12
2,14,B3P0,NF,-0.13,47.51,-0.28,10.97,6.55,1.62,72.1,7.14
2,15,B3P0,NF,-0.15,47.57,-0.28,10.99,6.56,1.62,72.14,7.17
2,16,B3P0,NF,-0.12,47.49,-0.27,11.01,6.56,1.62,71.99,7.19
2,17,B3P0,NF,-0.11,47.37,-0.28,11.03,6.57,1.62,71.81,7.18
2,18,B3P0,NF,-0.1,47.33,-0.27,11.04,6.57,1.63,71.82,7.14
2,19,B3P0,NF,-0.08,47.32,-0.27,11.05,6.57,1.63,71.96,7.09
3,20,B3P0,NF,-0.07,47.24,-0.27,11.05,6.57,1.64,71.89,7.04
3,21,B3P0,NF,-0.09,47.19,-0.28,11.05,6.57,1.65,71.94,6.99
3,22,B3P0,NF,-0.08,47.1,-0.28,11.05,6.57,1.65,71.95,6.92
3,23,B3P0,NF,-0.06,47.01,-0.28,11.06,6.57,1.66,71.93,6.87
3,,B3P0,NF,-0.08,47,-0.28,11.06,6.57,1.67,72,6.82
3,0,B3P0,NF,-0.08,47.09,-0.28,11.06,6.57,1.67,72.19,6.8
3,1,B3P0,NF,-0.07,47.18,-0.28,11.06,6.57,1.67,72.39,6.75
3,2,B3P0,NF,-0.09,47.2,-0.27,11.06,6.57,1.67,72.53,6.73
3,3,B3P0,NF,-0.09,47.2,-0.29,11.05,6.56,1.67,72.59,6.69
3,4,B3P0,NF,-0.1,47.14,-0.26,11.04,6.57,1.68,72.6,6.66
3,5,B3P0,NF,-0.11,47.1,-0.26,11.04,6.56,1.68,72.56,6.64
3,6,B3P0,NF,-0.11,47.1,-0.27,11.04,6.56,1.68,72.52,6.62
3,7,B3P0,NF,-0.11,47.1,-0.28,11.04,6.56,1.69,72.5,6.61
3,8,B3P0,NF,-0.1,47.03,-0.28,11.04,6.56,1.7,72.5,6.6
3,9,B3P0,NF,-0.09,47,-0.27,11.04,6.55,1.69,72.5,6.58
3,10,B3P0,NF,-0.13,47,-0.28,11.04,6.55,1.69,72.5,6.59
3,11,B3P0,NF,-0.15,47.05,-0.28,11.04,6.55,1.67,72.5,6.62
3,12,B3P0,NF,-0.15,47.14,-0.29,11.05,6.55,1.65,72.5,6.67
3,13,B3P0,NF,-0.17,47.21,-0.28,11.06,6.55,1.64,72.5,6.73
3,14,B3P0,NF,-0.17,47.36,-0.26,11.06,6.55,1.61,72.5,6.84
3,15,B3P0,NF,-0.18,47.6,-0.27,11.09,6.55,1.58,72.43,7.04
3,16,B3P0,NF,-0.17,47.47,-0.26,11.09,6.56,1.61,72.42,6.95
3,17,B3P0,NF,-0.15,47.67,-0.26,11.12,6.56,1.57,72.34,7.14
3,18,B3P0,NF,-0.11,47.78,-0.28,11.14,6.56,1.57,72.34,7.22
3,19,B3P0,NF,-0.11,47.59,-0.28,11.13,6.57,1.6,72.43,7.05
4,20,B3P0,NF,-0.11,47.48,-0.27,11.15,6.57,1.62,72.4,7
4,21,B3P0,NF,-0.11,47.47,-0.26,11.13,6.57,1.63,72.4,6.96
4,22,B3P0,NF,-0.11,47.4,-0.28,11.14,6.57,1.63,72.4,6.91
4,23,B3P0,NF,-0.12,47.37,-0.29,11.14,6.57,1.63,72.47,6.86
4,,B3P0,NF,-0.02,47.3,-0.24,11.14,6.57,1.62,72.5,6.81
4,0,B3P0,NF,-0.12,47.27,-0.28,11.13,6.56,1.64,72.5,6.81
4,1,B3P0,NF,-0.11,47.19,-0.28,11.13,6.56,1.64,72.5,6.74
4,2,B3P0,NF,-0.12,47.13,-0.28,11.13,6.56,1.65,72.5,6.68
4,3,B3P0,NF,-0.12,47.08,-0.28,11.12,6.56,1.65,72.5,6.63
