Time_seq,Hour,Ten_min,Pond,Treatment,Chlorophyll_RFU,Chlorophyll_ugL,Cond_uScm,BGAPC_RFU,BGAPC_ugL,ODO_sat,ODO_mgL,pH,fDOM_RFU,SpCond_uScm,Temp_C
4,11,1,B3P2,D,0.26,1.54,45.8,-0.68,-0.68,93.83,11.7,6.74,6.72,72,5.93
4,11,2,B3P2,D,0.22,1.39,45.8,-0.67,-0.67,93.82,11.69,6.74,6.66,72,5.94
4,11,3,B3P2,D,0.18,1.27,45.82,-0.73,-0.73,93.9,11.7,6.74,6.68,72,5.95
4,11,4,B3P2,D,0.17,1.22,45.88,-0.75,-0.75,94.03,11.71,6.74,6.65,72,5.99
4,11,5,B3P2,D,0.27,1.57,45.9,-0.66,-0.66,94.05,11.7,6.74,6.64,72,6.01
4,12,0,B3P2,D,0.21,1.36,45.95,-0.72,-0.72,94.2,11.71,6.74,6.63,72,6.03
4,12,1,B3P2,D,0.21,1.36,45.98,-0.72,-0.72,94.25,11.71,6.74,6.6,72,6.05
4,12,2,B3P2,D,0.24,1.46,46,-0.71,-0.71,94.48,11.73,6.74,6.59,72,6.09
4,12,3,B3P2,D,0.17,1.24,46.03,-0.72,-0.72,94.53,11.73,6.74,6.58,72,6.11
4,12,4,B3P2,D,0.2,1.33,46.05,-0.78,-0.78,94.57,11.73,6.74,6.56,72,6.14
4,12,5,B3P2,D,0.16,1.2,46.08,-0.75,-0.75,94.63,11.73,6.74,6.55,72,6.16
4,13,0,B3P2,D,0.2,1.34,46.1,-0.76,-0.76,94.75,11.74,6.74,6.54,72,6.18
4,13,1,B3P2,D,0.22,1.39,46.12,-0.77,-0.77,94.8,11.75,6.74,6.53,72.03,6.18
4,13,2,B3P2,D,0.16,1.19,46.15,-0.74,-0.74,94.95,11.75,6.75,6.53,72,6.21
4,13,3,B3P2,D,0.22,1.4,46.2,-0.74,-0.74,95.13,11.76,6.75,6.5,71.95,6.26
4,13,4,B3P2,D,0.17,1.25,46.23,-0.73,-0.73,95.28,11.77,6.75,6.49,71.93,6.3
4,13,5,B3P2,D,0.15,1.17,46.2,-0.75,-0.75,95.44,11.78,6.75,6.48,71.9,6.32
4,14,0,B3P2,D,0.25,1.51,46.22,-0.7,-0.7,95.42,11.79,6.76,6.5,71.9,6.31
4,14,1,B3P2,D,0.3,1.68,46.2,-0.72,-0.72,95.38,11.78,6.75,6.49,71.9,6.3
4,14,2,B3P2,D,0.27,1.56,46.22,-0.7,-0.7,95.42,11.79,6.76,6.48,71.9,6.31
4,14,3,B3P2,D,0.33,1.76,46.27,-0.74,-0.74,95.4,11.78,6.75,6.47,71.9,6.31
4,14,4,B3P2,D,0.34,1.77,46.28,-0.72,-0.72,95.6,11.8,6.76,6.46,71.9,6.35
4,14,5,B3P2,D,0.36,1.84,46.3,-0.74,-0.74,95.75,11.81,6.76,6.48,71.9,6.37
4,15,0,B3P2,D,0.39,1.95,46.3,-0.74,-0.74,95.52,11.79,6.76,6.46,71.9,6.33
4,15,1,B3P2,D,0.35,1.81,46.27,-0.73,-0.73,95.47,11.78,6.76,6.46,71.9,6.32
4,15,2,B3P2,D,0.35,1.82,46.3,-0.73,-0.73,95.46,11.79,6.76,6.47,71.9,6.32
4,15,3,B3P2,D,0.36,1.86,46.3,-0.74,-0.74,95.38,11.78,6.76,6.48,71.9,6.31
4,15,4,B3P2,D,0.31,1.68,46.3,-0.73,-0.73,95.38,11.78,6.76,6.48,71.9,6.3
4,15,5,B3P2,D,0.41,2.02,46.3,-0.73,-0.73,95.47,11.79,6.76,6.47,71.9,6.32
4,16,0,B3P2,D,0.43,2.08,46.3,-0.73,-0.73,95.53,11.79,6.76,6.47,71.9,6.32
4,16,1,B3P2,D,0.48,2.26,46.3,-0.69,-0.69,95.7,11.81,6.77,6.48,71.9,6.34
4,16,2,B3P2,D,0.53,2.4,46.3,-0.71,-0.71,96,11.84,6.78,6.49,71.9,6.35
4,16,3,B3P2,D,0.55,2.47,46.3,-0.72,-0.72,96.22,11.86,6.79,6.5,,6.38
4,16,4,B3P2,D,0.57,2.53,46.3,-0.66,-0.66,96.28,11.85,6.78,6.46,,6.42
4,16,5,B3P2,D,0.59,2.6,46.3,-0.74,-0.74,96.18,11.85,6.78,6.48,71.9,6.39
4,17,0,B3P2,D,0.62,2.67,46.3,-0.64,-0.64,96.27,11.86,6.78,6.48,71.9,6.39
4,17,1,B3P2,D,0.52,2.38,46.3,-0.73,-0.73,96.35,11.87,6.78,6.46,71.9,6.42
4,17,2,B3P2,D,0.58,2.55,46.3,-0.68,-0.68,96.12,11.85,6.78,6.5,71.9,6.37
4,17,3,B3P2,D,0.53,2.38,46.3,-0.74,-0.74,95.97,11.84,6.78,6.5,71.9,6.36
4,17,4,B3P2,D,0.62,2.67,46.3,-0.7,-0.7,96.28,11.86,6.78,6.48,71.9,6.4
4,17,5,B3P2,D,0.69,2.9,46.3,-0.71,-0.71,96.33,11.87,6.78,6.5,71.9,6.41
4,18,0,B3P2,D,0.71,2.98,46.3,-0.69,-0.69,96.5,11.89,6.79,6.46,71.9,6.42
4,18,1,B3P2,D,0.64,2.75,,-0.74,-0.74,96.53,11.89,6.79,6.46,71.9,6.42
4,18,2,B3P2,D,0.71,2.97,,-0.7,-0.7,96.48,11.89,6.78,6.47,71.9,6.41
4,18,3,B3P2,D,0.66,2.83,46.3,-0.73,-0.73,96.5,11.89,6.78,6.48,71.9,6.4
4,18,4,B3P2,D,0.68,2.86,46.3,-0.64,-0.64,96.45,11.89,6.78,6.49,71.9,6.39
4,18,5,B3P2,D,0.64,2.73,46.3,-0.69,-0.69,96.42,11.89,6.78,6.48,71.9,6.38
4,19,0,B3P2,D,0.65,2.79,46.3,-0.63,-0.63,96.47,11.9,6.78,6.49,71.9,6.37
4,19,1,B3P2,D,0.79,3.22,46.3,-0.66,-0.66,96.55,11.91,6.78,6.49,71.9,6.37
4,19,2,B3P2,D,0.64,2.73,46.3,-0.64,-0.64,96.5,11.91,6.78,6.47,71.9,6.36
4,19,3,B3P2,D,0.87,3.49,46.3,-0.68,-0.68,96.47,11.9,6.78,6.49,71.9,6.34
4,19,4,B3P2,D,0.73,3.04,46.27,-0.68,-0.68,96.3,11.89,6.78,6.49,71.9,6.33
4,19,5,B3P2,D,0.74,3.07,46.24,-0.72,-0.72,96.32,11.89,6.78,6.49,71.9,6.32
5,20,0,B3P2,D,0.83,3.37,46.2,-0.61,-0.61,96.32,11.89,6.78,6.49,71.9,6.32
5,20,1,B3P2,D,0.91,3.62,46.2,-0.68,-0.68,96.28,11.89,6.78,6.48,71.9,6.31
5,20,2,B3P2,D,0.91,3.61,46.2,-0.62,-0.62,96.23,11.89,6.78,6.5,71.9,6.28
5,20,3,B3P2,D,0.75,3.11,46.2,-0.71,-0.71,96.2,11.89,6.78,6.52,71.9,6.27
5,20,4,B3P2,D,0.91,3.63,46.2,-0.62,-0.62,96.13,11.89,6.78,6.47,71.9,6.25
5,20,5,B3P2,D,0.82,3.32,46.2,-0.66,-0.66,96.1,11.89,6.78,6.49,71.9,6.25
5,21,0,B3P2,D,0.72,3.01,46.17,-0.69,-0.69,96.1,11.89,6.78,6.48,71.9,6.24
5,21,1,B3P2,D,0.78,3.19,46.1,-0.67,-0.67,96,11.88,6.77,6.52,71.9,6.23
5,21,2,B3P2,D,0.84,3.4,46.1,-0.69,-0.69,95.98,11.88,6.77,6.54,71.9,6.22
5,21,3,B3P2,D,0.84,3.42,46.1,-0.66,-0.66,95.88,11.87,6.77,6.56,71.9,6.21
5,21,4,B3P2,D,0.74,3.08,46.1,-0.7,-0.7,95.85,11.87,6.77,6.54,,6.21
5,21,5,B3P2,D,0.95,3.74,46.1,-0.67,-0.67,95.83,11.87,6.77,6.54,71.9,6.19
5,22,0,B3P2,D,0.79,3.23,46.1,-0.65,-0.65,95.78,11.87,6.77,6.56,71.9,6.19
5,22,1,B3P2,D,0.74,3.06,46.1,-0.66,-0.66,95.75,11.87,6.77,6.54,71.9,6.18
5,22,2,B3P2,D,0.9,3.57,46.1,-0.63,-0.63,95.78,11.87,6.77,6.54,71.9,6.17
5,22,3,B3P2,D,0.96,3.79,46.1,-0.65,-0.65,95.75,11.87,6.77,6.56,72,6.17
5,22,4,B3P2,D,0.79,3.24,46.1,-0.66,-0.66,95.72,11.87,6.77,6.55,72,6.16
5,22,5,B3P2,D,0.85,3.43,46.05,-0.66,-0.66,95.7,11.86,6.77,6.56,72,6.15
5,23,0,B3P2,D,0.83,3.36,46,-0.64,-0.64,95.65,11.86,6.77,6.58,71.97,6.15
5,23,1,B3P2,D,0.68,2.88,46,-0.66,-0.66,95.57,11.86,6.77,6.58,71.9,6.13
5,23,2,B3P2,D,0.73,3.03,46,-0.68,-0.68,95.62,11.86,6.77,6.58,71.9,6.12
5,23,3,B3P2,D,0.71,2.98,46,-0.66,-0.66,95.53,11.85,6.77,6.58,71.9,6.12
5,23,4,B3P2,D,0.74,3.08,46,-0.67,-0.67,95.52,11.85,6.77,6.58,71.92,6.12
5,23,5,B3P2,D,0.62,2.68,46,-0.71,-0.71,95.53,11.85,6.77,6.6,72,6.12
5,0,0,B3P2,D,0.78,3.2,46,-0.68,-0.68,95.52,11.85,6.76,6.59,71.97,6.11
5,0,1,B3P2,D,0.68,2.9,46,-0.66,-0.66,95.5,11.86,6.77,6.6,72,6.1
5,0,2,B3P2,D,0.72,3.01,46,-0.68,-0.68,95.46,11.85,6.76,6.61,71.9,6.1
5,0,3,B3P2,D,0.81,3.31,46,-0.68,-0.68,95.48,11.85,6.76,6.6,71.9,6.1
5,0,4,B3P2,D,0.96,3.78,46,-0.6,-0.6,95.45,11.85,6.76,6.62,71.9,6.1
5,0,5,B3P2,D,0.84,3.4,46,-0.67,-0.67,95.42,11.85,6.76,6.62,72,6.09
5,1,0,B3P2,D,0.63,2.72,46,-0.63,-0.63,95.4,11.85,6.76,6.62,72,6.09
5,1,1,B3P2,D,0.82,3.32,46,-0.74,-0.74,95.45,11.86,6.76,6.63,72,6.09
5,1,2,B3P2,D,0.74,3.09,46,-0.66,-0.66,95.38,11.85,6.76,6.63,72,6.08
5,1,3,B3P2,D,0.79,3.23,46,-0.63,-0.63,95.32,11.84,6.76,6.64,72,6.08
5,1,4,B3P2,D,0.91,3.63,45.9,-0.66,-0.66,95.3,11.84,6.76,6.64,72,6.07
5,1,5,B3P2,D,0.91,3.62,45.9,-0.65,-0.65,95.3,11.84,6.76,6.65,72,6.07
5,2,0,B3P2,D,0.79,3.24,45.9,-0.67,-0.67,95.3,11.84,6.76,6.65,72,6.06
5,2,1,B3P2,D,0.81,3.3,45.9,-0.68,-0.68,95.25,11.84,6.76,6.66,72,6.06
5,2,2,B3P2,D,0.66,2.8,45.9,-0.69,-0.69,95.25,11.84,6.76,6.66,72,6.06
5,2,3,B3P2,D,0.83,3.38,45.9,-0.62,-0.62,95.25,11.84,6.76,6.66,72,6.05
5,2,4,B3P2,D,0.86,3.45,45.9,-0.67,-0.67,95.23,11.84,6.76,6.66,72,6.04
5,2,5,B3P2,D,0.79,3.24,45.9,-0.66,-0.66,95.2,11.84,6.76,6.64,72,6.04
5,3,0,B3P2,D,0.88,3.53,45.9,-0.62,-0.62,95.12,11.83,6.76,6.67,72,6.04
5,3,1,B3P2,D,0.85,3.42,45.9,-0.59,-0.59,95.17,11.84,6.76,6.66,72,6.03
5,3,2,B3P2,D,0.72,3.02,45.9,-0.68,-0.68,95.08,11.83,6.76,6.67,72,6.02
5,3,3,B3P2,D,0.73,3.04,45.9,-0.66,-0.66,95.1,11.83,6.76,6.68,72,6.01
5,3,4,B3P2,D,0.84,3.38,45.9,-0.66,-0.66,95.1,11.83,6.76,6.68,72,6.01
5,3,5,B3P2,D,0.8,3.28,45.9,-0.66,-0.66,95.05,11.83,6.76,6.68,72,6
5,4,0,B3P2,D,0.8,3.27,45.85,-0.68,-0.68,95.1,11.84,6.76,6.67,72,6
5,4,1,B3P2,D,0.83,3.37,45.8,-0.7,-0.7,95.15,11.84,6.76,6.69,72,6
5,4,2,B3P2,D,0.74,3.09,45.8,-0.68,-0.68,95.1,11.84,6.76,6.67,72,6
5,4,3,B3P2,D,0.84,3.38,45.8,-0.62,-0.62,95.03,11.83,6.76,6.68,72,5.99
5,4,4,B3P2,D,0.92,3.65,45.8,-0.64,-0.64,94.95,11.82,6.76,6.68,72,5.98
5,4,5,B3P2,D,0.87,3.48,45.8,-0.63,-0.63,94.96,11.83,6.76,6.69,72,5.97
5,5,0,B3P2,D,0.84,3.39,45.8,-0.61,-0.61,94.95,11.83,6.76,6.7,72,5.97
5,5,1,B3P2,D,0.86,3.46,45.8,-0.62,-0.62,94.9,11.83,6.77,6.7,72,5.96
5,5,2,B3P2,D,0.87,3.48,45.8,-0.64,-0.64,94.78,11.82,6.77,6.71,72,5.93
5,5,3,B3P2,D,0.63,2.74,45.8,-0.64,-0.64,94.72,11.81,6.77,6.7,72,5.94
5,5,4,B3P2,D,0.91,3.64,45.8,-0.62,-0.62,94.8,11.82,6.76,6.7,72,5.94
5,5,5,B3P2,D,0.84,3.41,45.8,-0.63,-0.63,94.72,11.81,6.76,6.7,72,5.93
5,6,0,B3P2,D,0.63,2.72,45.8,-0.64,-0.64,94.75,11.82,6.76,6.7,72,5.92
5,6,1,B3P2,D,0.94,3.71,45.8,-0.65,-0.65,94.7,11.81,6.76,6.7,72,5.92
5,6,2,B3P2,D,0.9,3.58,45.7,-0.65,-0.65,94.74,11.81,6.76,6.69,72,5.91
5,6,3,B3P2,D,0.78,3.19,45.7,-0.64,-0.64,94.7,11.81,6.76,6.69,72,5.91
5,6,4,B3P2,D,0.79,3.25,45.7,-0.58,-0.58,94.7,11.81,6.76,6.69,72,5.91
5,6,5,B3P2,D,0.82,3.34,45.7,-0.63,-0.63,94.7,11.82,6.76,6.7,72,5.91
5,7,0,B3P2,D,0.8,3.28,45.7,-0.64,-0.64,94.7,11.82,6.76,6.72,72,5.9
5,7,1,B3P2,D,0.87,3.51,45.7,-0.59,-0.59,94.65,11.81,6.76,6.72,72,5.9
5,7,2,B3P2,D,0.86,3.45,45.7,-0.66,-0.66,94.57,11.8,6.76,6.72,72,5.9
5,7,3,B3P2,D,0.91,3.62,45.7,-0.59,-0.59,94.25,11.76,6.75,6.73,72,5.89
5,7,4,B3P2,D,0.75,3.12,45.7,-0.66,-0.66,94.35,11.78,6.75,6.71,72,5.89
5,7,5,B3P2,D,0.88,3.53,45.7,-0.73,-0.73,94.46,11.79,6.76,6.71,72,5.89
5,8,0,B3P2,D,0.89,3.55,45.7,-0.64,-0.64,94.43,11.79,6.76,6.7,72,5.89
5,8,1,B3P2,D,0.77,3.17,45.7,-0.68,-0.68,94.47,11.8,6.76,6.71,72,5.88
5,8,2,B3P2,D,0.78,3.21,45.7,-0.64,-0.64,94.53,11.8,6.76,6.71,72,5.88
5,8,3,B3P2,D,0.78,3.19,45.7,-0.71,-0.71,94.55,11.8,6.76,6.7,72,5.88
5,8,4,B3P2,D,0.78,3.21,45.7,-0.71,-0.71,94.55,11.8,6.76,6.71,72,5.88
5,8,5,B3P2,D,0.63,2.72,45.7,-0.69,-0.69,94.53,11.8,6.76,6.7,72,5.88
5,9,0,B3P2,D,0.67,2.84,45.7,-0.68,-0.68,94.37,11.78,6.75,6.7,72,5.87
5,9,1,B3P2,D,0.6,2.63,45.7,-0.69,-0.69,94.33,11.78,6.75,6.7,72,5.87
5,9,2,B3P2,D,0.66,2.82,45.7,-0.7,-0.7,94.32,11.78,6.75,6.69,72,5.88
5,9,3,B3P2,D,0.64,2.76,45.7,-0.7,-0.7,94.35,11.78,6.75,6.69,72,5.88
5,9,4,B3P2,D,0.55,2.46,45.7,-0.71,-0.71,94.43,11.79,6.75,6.68,72,5.89
5,9,5,B3P2,D,0.56,2.5,45.7,-0.72,-0.72,94.43,11.79,6.75,6.68,72,5.89
5,10,0,B3P2,D,0.52,2.38,45.7,-0.71,-0.71,94.43,11.79,6.75,6.65,72,5.89
5,10,1,B3P2,D,0.5,2.31,45.7,-0.72,-0.72,94.48,11.79,6.76,6.68,72,5.89
5,10,2,B3P2,D,0.64,2.74,45.7,-0.61,-0.61,94.53,11.8,6.76,6.66,72,5.9
5,10,3,B3P2,D,0.6,2.62,45.7,-0.64,-0.64,94.5,11.79,6.76,6.67,72,5.9
5,10,4,B3P2,D,0.44,2.1,45.7,-0.7,-0.7,94.6,11.8,6.76,6.64,72,5.91
5,10,5,B3P2,D,0.45,2.16,45.7,-0.69,-0.69,94.58,11.8,6.76,6.67,72,5.91
5,11,0,B3P2,D,0.47,2.2,45.7,-0.7,-0.7,94.62,11.81,6.76,6.67,72,5.91
5,11,1,B3P2,D,0.47,2.21,45.73,-0.69,-0.69,94.65,11.8,6.76,6.67,72,5.92
5,11,2,B3P2,D,0.48,2.26,45.75,-0.66,-0.66,94.68,11.81,6.76,6.67,72,5.93
5,11,3,B3P2,D,0.6,2.61,45.8,-0.73,-0.73,94.7,11.81,6.77,6.65,72,5.93
5,11,4,B3P2,D,0.59,2.59,45.8,-0.69,-0.69,94.68,11.81,6.77,6.63,72,5.93
5,11,5,B3P2,D,0.44,2.12,45.8,-0.71,-0.71,94.67,11.81,6.77,6.65,72,5.93
5,12,0,B3P2,D,0.6,2.64,45.8,-0.68,-0.68,94.75,11.81,6.77,6.64,72,5.94
5,12,1,B3P2,D,0.58,2.56,45.8,-0.67,-0.67,94.8,11.81,6.77,6.59,72,5.96
5,12,2,B3P2,D,0.56,2.51,45.8,-0.68,-0.68,94.76,11.81,6.77,6.63,72,5.96
5,12,3,B3P2,D,0.42,2.06,45.85,-0.7,-0.7,94.87,11.81,6.77,6.61,72,5.99
5,12,4,B3P2,D,0.47,2.2,45.9,-0.64,-0.64,94.9,11.81,6.77,6.59,72,6
5,12,5,B3P2,D,0.46,2.15,45.9,-0.62,-0.62,94.88,11.81,6.77,6.61,72,6
5,13,0,B3P2,D,0.39,1.97,45.9,-0.74,-0.74,94.97,11.82,6.77,6.61,72,5.99
5,13,1,B3P2,D,0.5,2.32,45.9,-0.66,-0.66,95.03,11.82,6.77,6.58,72,6.02
5,13,2,B3P2,D,0.49,2.27,45.9,-0.69,-0.69,95.15,11.83,6.78,6.52,72,6.04
5,13,3,B3P2,D,0.53,2.4,45.9,-0.71,-0.71,95.25,11.84,6.78,6.57,72,6.06
5,13,4,B3P2,D,0.43,2.08,45.95,-0.74,-0.74,95.35,11.84,6.78,6.57,72,6.07
5,13,5,B3P2,D,0.56,2.49,46,-0.73,-0.73,95.32,11.84,6.78,6.56,72,6.07
5,14,0,B3P2,D,0.59,2.6,46,-0.66,-0.66,95.4,11.85,6.78,6.56,72,6.08
5,14,1,B3P2,D,0.53,2.4,46,-0.77,-0.77,95.5,11.86,6.79,6.56,72,6.09
5,14,2,B3P2,D,0.71,2.97,46,-0.67,-0.67,95.55,11.86,6.79,6.56,72,6.1
5,14,3,B3P2,D,0.57,2.52,46,-0.64,-0.64,95.57,11.86,6.79,6.56,72,6.12
5,14,4,B3P2,D,0.63,2.72,46,-0.69,-0.69,95.6,11.86,6.79,6.55,72,6.12
5,14,5,B3P2,D,0.66,2.82,46,-0.69,-0.69,95.7,11.87,6.79,6.54,72,6.13
5,15,0,B3P2,D,0.7,2.93,46,-0.72,-0.72,95.73,11.88,6.79,6.54,72,6.13
5,15,1,B3P2,D,0.61,2.66,46,-0.62,-0.62,95.72,11.87,6.79,6.5,72,6.15
5,15,2,B3P2,D,0.67,2.85,46,-0.73,-0.73,95.76,11.88,6.79,6.53,72,6.15
5,15,3,B3P2,D,0.74,3.07,46,-0.73,-0.73,95.75,11.87,6.79,6.54,72,6.15
5,15,4,B3P2,D,0.66,2.84,46,-0.68,-0.68,95.8,11.88,6.8,6.54,,6.15
5,15,5,B3P2,D,0.7,2.95,46,-0.72,-0.72,95.8,11.88,6.8,6.54,72,6.15
5,16,0,B3P2,D,0.76,3.15,46,-0.66,-0.66,95.85,11.89,6.8,6.54,72,6.15
5,16,1,B3P2,D,0.72,2.99,46,-0.65,-0.65,95.85,11.89,6.8,6.54,71.97,6.14
5,16,2,B3P2,D,0.7,2.94,46,-0.71,-0.71,95.8,11.88,6.8,6.54,71.9,6.14
5,16,3,B3P2,D,0.7,2.96,46,-0.7,-0.7,95.77,11.88,6.8,6.54,71.93,6.14
5,16,4,B3P2,D,0.76,3.15,46,-0.66,-0.66,95.67,11.87,6.79,6.54,71.95,6.13
5,16,5,B3P2,D,0.78,3.19,46,-0.65,-0.65,95.74,11.87,6.79,6.54,72,6.14
5,17,0,B3P2,D,0.75,3.11,46,-0.68,-0.68,95.72,11.87,6.79,6.54,71.95,6.14
5,17,1,B3P2,D,0.8,3.27,46,-0.66,-0.66,95.85,11.89,6.79,6.54,71.97,6.15
5,17,2,B3P2,D,0.79,3.25,46,-0.72,-0.72,95.98,11.9,6.8,6.52,71.9,6.16
5,17,3,B3P2,D,0.72,3.02,46,-0.69,-0.69,96,11.9,6.8,6.5,71.88,6.16
5,17,4,B3P2,D,0.73,3.05,46,-0.69,-0.69,95.88,11.89,6.79,6.54,71.87,6.15
5,17,5,B3P2,D,0.78,3.19,46,-0.68,-0.68,95.93,11.89,6.8,6.54,71.9,6.15
5,18,0,B3P2,D,0.72,3.02,46,-0.7,-0.7,96.02,11.9,6.8,6.51,71.82,6.16
5,18,1,B3P2,D,0.66,2.82,46,-0.74,-0.74,95.95,11.9,6.8,6.51,71.83,6.15
5,18,2,B3P2,D,0.83,3.36,45.96,-0.65,-0.65,95.94,11.9,6.8,6.51,71.84,6.14
5,18,3,B3P2,D,0.95,3.77,45.9,-0.67,-0.67,95.97,11.91,6.8,6.5,71.72,6.14
5,18,4,B3P2,D,0.78,3.19,45.9,-0.68,-0.68,96,11.91,6.8,6.5,71.7,6.14
5,18,5,B3P2,D,0.95,3.77,45.9,-0.65,-0.65,96.03,11.91,6.8,6.5,71.7,6.13
5,19,0,B3P2,D,0.85,3.42,45.85,-0.64,-0.64,95.95,11.91,6.8,6.5,71.7,6.12
5,19,1,B3P2,D,1.1,4.24,45.85,-0.67,-0.67,95.88,11.9,6.79,6.51,71.7,6.11
5,19,2,B3P2,D,0.87,3.5,45.88,-0.63,-0.63,95.88,11.9,6.79,6.52,71.7,6.11
5,19,3,B3P2,D,0.92,3.65,45.83,-0.65,-0.65,95.92,11.9,6.8,6.5,71.7,6.11
5,19,4,B3P2,D,0.93,3.68,45.8,-0.69,-0.69,95.93,,6.8,6.54,71.7,6.09
5,19,5,B3P2,D,0.87,3.49,45.8,-0.66,-0.66,95.84,11.9,6.8,6.54,71.7,6.1
6,20,0,B3P2,D,0.67,2.85,45.8,-0.62,-0.62,95.8,11.89,6.79,6.53,71.7,6.1
6,20,1,B3P2,D,0.83,3.37,45.8,-0.69,-0.69,95.78,11.89,6.79,6.56,71.7,6.09
6,20,2,B3P2,D,0.87,3.49,45.8,-0.66,-0.66,95.82,11.9,6.79,6.55,71.7,6.09
6,20,3,B3P2,D,1.04,4.04,45.8,-0.56,-0.56,95.78,11.9,6.79,6.55,71.7,6.09
6,20,4,B3P2,D,0.85,3.43,45.8,-0.66,-0.66,95.87,11.91,6.79,6.55,71.7,6.09
6,20,5,B3P2,D,0.94,3.72,45.8,-0.68,-0.68,96,11.92,6.79,6.54,71.7,6.09
6,21,0,B3P2,D,0.87,3.5,45.8,-0.66,-0.66,95.92,11.91,6.79,6.56,71.7,6.09
6,21,1,B3P2,D,0.94,3.7,45.8,-0.64,-0.64,95.9,11.91,6.79,6.57,71.7,6.08
6,21,2,B3P2,D,0.86,3.44,45.8,-0.67,-0.67,95.88,11.91,6.79,6.56,71.7,6.08
6,21,3,B3P2,D,0.92,3.66,45.8,-0.62,-0.62,95.78,11.9,6.79,6.6,71.7,6.07
6,21,4,B3P2,D,0.73,3.05,45.8,-0.66,-0.66,95.7,11.89,6.79,6.59,,6.06
6,21,5,B3P2,D,0.67,2.85,45.8,-0.68,-0.68,95.73,11.9,6.79,6.59,71.7,6.06
6,22,0,B3P2,D,0.78,3.19,45.8,-0.72,-0.72,95.72,11.89,6.79,6.58,71.7,6.06
6,22,1,B3P2,D,0.71,2.98,45.8,-0.66,-0.66,95.8,11.91,6.79,6.58,71.7,6.06
6,22,2,B3P2,D,0.74,3.05,45.75,-0.7,-0.7,95.78,11.9,6.79,6.57,71.7,6.06
6,22,3,B3P2,D,0.74,3.06,45.7,-0.69,-0.69,95.8,11.91,6.79,6.58,71.7,6.06
6,22,4,B3P2,D,0.92,3.66,45.7,-0.68,-0.68,95.8,11.91,6.79,6.56,,6.05
6,22,5,B3P2,D,0.92,3.65,45.7,-0.64,-0.64,95.84,11.91,6.8,6.58,,6.04
6,23,0,B3P2,D,0.87,3.5,45.7,-0.6,-0.6,95.8,11.91,6.79,6.59,71.7,6.05
6,23,1,B3P2,D,0.75,3.11,45.7,-0.67,-0.67,95.78,11.91,6.79,6.59,71.7,6.04
6,23,2,B3P2,D,0.91,3.63,45.7,-0.63,-0.63,95.73,11.9,6.79,6.59,71.7,6.04
6,23,3,B3P2,D,1.03,4,45.7,-0.61,-0.61,95.75,11.91,6.79,6.59,71.7,6.03
6,23,4,B3P2,D,0.9,3.59,45.7,-0.7,-0.7,95.7,11.9,6.79,6.6,71.7,6.03
6,23,5,B3P2,D,0.84,3.41,45.7,-0.64,-0.64,95.67,11.89,6.78,6.61,71.7,6.03
6,0,0,B3P2,D,0.9,3.61,45.7,-0.68,-0.68,95.63,11.89,6.78,6.6,71.7,6.04
6,0,1,B3P2,D,0.88,3.53,45.7,-0.7,-0.7,95.62,11.89,6.78,6.6,71.7,6.04
6,0,2,B3P2,D,0.89,3.56,45.7,-0.67,-0.67,95.62,11.89,6.78,6.61,71.7,6.03
6,0,3,B3P2,D,0.8,3.26,45.7,-0.66,-0.66,95.6,11.89,6.78,6.61,71.7,6.03
6,0,4,B3P2,D,0.83,3.35,45.7,-0.66,-0.66,95.55,11.89,6.78,6.61,71.7,6.02
6,0,5,B3P2,D,0.82,3.33,45.7,-0.6,-0.6,95.57,11.88,6.78,6.6,71.7,6.03
6,1,0,B3P2,D,0.91,3.62,45.7,-0.64,-0.64,95.45,11.87,6.78,6.61,71.7,6.03
6,1,1,B3P2,D,0.93,3.67,45.7,-0.64,-0.64,95.45,11.87,6.78,6.62,71.7,6.03
6,1,2,B3P2,D,0.93,3.69,45.7,-0.64,-0.64,95.47,11.88,6.78,6.61,71.7,6.02
6,1,3,B3P2,D,0.84,3.39,45.7,-0.68,-0.68,95.45,11.87,6.78,6.62,71.7,6.03
6,1,4,B3P2,D,0.89,3.56,45.7,-0.57,-0.57,95.45,11.87,6.78,6.62,71.7,6.03
6,1,5,B3P2,D,0.85,3.42,45.7,-0.61,-0.61,95.42,11.87,6.78,6.62,71.7,6.03
6,2,0,B3P2,D,0.88,3.52,45.7,-0.68,-0.68,95.37,11.87,6.78,6.62,71.7,6.03
6,2,1,B3P2,D,0.92,3.64,45.7,-0.66,-0.66,95.35,11.86,6.78,6.63,71.7,6.03
6,2,2,B3P2,D,0.72,3,45.7,-0.62,-0.62,95.35,11.86,6.78,6.63,71.7,6.02
6,2,3,B3P2,D,0.95,3.74,45.7,-0.63,-0.63,95.33,11.86,6.78,6.64,71.7,6.02
6,2,4,B3P2,D,0.96,3.79,45.7,-0.65,-0.65,95.3,11.85,6.78,6.64,71.7,6.02
6,2,5,B3P2,D,0.75,3.11,45.7,-0.65,-0.65,95.33,11.86,6.77,6.63,71.7,6.02
6,3,0,B3P2,D,0.97,3.82,45.7,-0.67,-0.67,95.32,11.86,6.77,6.64,71.7,6.02
6,3,1,B3P2,D,0.71,2.97,45.7,-0.6,-0.6,95.25,11.85,6.77,6.64,71.7,6.01
